;group;user;task_id;puzzle_difficulty;avg_complete_time;cum_this_puzzle_attempt;completed;timestamp;active_time;n_events;n_events_percentile1;n_events_percentile2;n_events_percentile3;n_check_solution;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~5. Removing Objects~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:16:42.684007-04:00;364.07;111.0;13.0;21.0;34.0;3.0;3.0;0.0;19.0;29.0;NA;119.55
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~6. Stretch a Ramp~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:22:47.358206-04:00;327.51;65.0;13.0;13.0;23.0;2.0;3.0;2.0;10.0;25.0;NA;160.85
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~7. Max 2 Boxes~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:28:17.174218-04:00;180.23;45.0;5.0;10.0;12.0;2.0;4.0;0.0;5.0;17.0;NA;136.51
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~8. Combine 2 Ramps~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:32:54.228179-04:00;138.51;25.0;7.0;10.0;14.0;1.0;2.0;0.0;3.0;12.0;NA;132.04
8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1~9. Scaling Round Objects~1;8cbfa61cb2b025b16b04a8e470422960;4cac6d6f0016fa63c459c4e9d0aa16b1;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 13:35:11.843324-04:00;335.67;139.0;18.0;43.0;80.0;2.0;3.0;2.0;1.0;84.0;NA;206.38
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~1. One Box~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:08:43.908414-04:00;22.29;19.0;21.0;18.0;18.0;1.0;0.0;0.0;0.0;1.0;NA;14.28
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~2. Separated Boxes~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:09:00.531757-04:00;81.21;47.0;16.0;37.0;44.0;5.0;0.0;0.0;0.0;21.0;NA;15.67
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~3. Rotate a Pyramid~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:10:23.137104-04:00;95.94;46.0;22.0;28.0;37.0;5.0;0.0;0.0;0.0;23.0;NA;18.16
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~4. Match Silhouettes~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:11:57.559169-04:00;33.8;22.0;23.0;21.0;21.0;1.0;0.0;0.0;0.0;5.0;NA;29.32
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~5. Removing Objects~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:12:32.049146-04:00;214.3;179.0;31.0;62.0;113.0;3.0;0.0;0.0;0.0;137.0;NA;69.53
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~6. Stretch a Ramp~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:16:05.814727-04:00;50.3;31.0;25.0;30.0;30.0;2.0;0.0;0.0;0.0;13.0;NA;22.79
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~7. Max 2 Boxes~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:16:55.999416-04:00;99.03;55.0;16.0;30.0;42.0;2.0;0.0;0.0;0.0;19.0;NA;47.0
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~8. Combine 2 Ramps~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:18:35.882806-04:00;93.22;53.0;17.0;35.0;52.0;3.0;0.0;0.0;4.0;32.0;NA;29.15
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~9. Scaling Round Objects~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;9. Scaling Round Objects;0.128647;2.57;1;0.0;2019-10-23 13:20:08.879537-04:00;324.41;105.0;20.0;42.0;64.0;1.0;3.0;1.0;11.0;30.0;1.4;43.92
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~9. Scaling Round Objects~2;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;9. Scaling Round Objects;0.128647;2.57;2;1.0;2019-10-23 13:25:32.483338-04:00;31.77;21.0;23.0;20.0;20.0;1.0;0.0;0.0;2.0;7.0;NA;28.0
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Square Cross-Sections~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-23 13:26:05.763283-04:00;108.53;56.0;28.0;53.0;55.0;2.0;0.0;0.0;2.0;23.0;NA;51.56
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Bird Fez~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Bird Fez;0.156674;3.63;1;1.0;2019-10-23 13:27:53.483221-04:00;407.07;251.0;39.0;85.0;115.0;5.0;1.0;0.0;71.0;88.0;NA;80.44
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Pi Henge~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Pi Henge;0.067346;2.22;1;1.0;2019-10-23 13:34:39.876297-04:00;51.18;31.0;24.0;30.0;30.0;1.0;0.0;0.0;0.0;12.0;NA;45.6
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~45-Degree Rotations~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-23 13:35:31.861304-04:00;60.65;39.0;27.0;38.0;38.0;1.0;0.0;0.0;3.0;15.0;NA;56.13
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Pyramids are Strange~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Pyramids are Strange;0.1796;4.0;1;1.0;2019-10-23 13:36:31.829934-04:00;55.03;42.0;44.0;41.0;41.0;1.0;0.0;0.0;1.0;18.0;NA;51.39
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Boxes Obscure Spheres~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-10-23 13:37:48.954051-04:00;316.06;130.0;27.0;70.0;98.0;5.0;2.0;0.0;31.0;42.0;NA;57.31
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Object Limits~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Object Limits;0.257177;2.71;1;1.0;2019-10-23 13:42:47.264447-04:00;40.98;13.0;15.0;12.0;12.0;1.0;0.0;0.0;0.0;5.0;NA;33.52
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Warm Up~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Warm Up;0.183971;0.93;1;1.0;2019-10-23 13:44:11.526732-04:00;74.62;16.0;14.0;15.0;15.0;1.0;1.0;0.0;0.0;4.0;NA;23.78
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Angled Silhouette~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-23 13:44:39.571841-04:00;60.35;28.0;26.0;27.0;27.0;1.0;1.0;0.0;2.0;8.0;NA;34.92
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Sugar Cones~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Sugar Cones;0.085909;1.44;1;1.0;2019-10-23 13:45:41.809802-04:00;159.32;57.0;18.0;20.0;36.0;5.0;2.0;0.0;15.0;11.0;NA;29.58
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Stranger Shapes~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Stranger Shapes;0.283971;4.31;1;1.0;2019-10-23 13:48:18.631771-04:00;515.93;262.0;26.0;61.0;92.0;11.0;0.0;0.0;45.0;88.0;NA;46.53
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Tall and Small~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Tall and Small;0.266869;4.44;1;0.0;2019-10-23 13:56:54.522372-04:00;4.7;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086~Unnecessary~1;8cbfa61cb2b025b16b04a8e470422960;f328f213fa502ed9b06a2f5f6ed88086;Unnecessary;0.76;10.0;1;1.0;2019-10-23 13:56:58.493916-04:00;70.13;41.0;43.0;40.0;40.0;1.0;0.0;0.0;5.0;13.0;NA;62.5
8cbfa61cb2b025b16b04a8e470422960~7ccdfc4cbcb4802bdc2b511f8d89eee3~1. One Box~1;8cbfa61cb2b025b16b04a8e470422960;7ccdfc4cbcb4802bdc2b511f8d89eee3;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:11:41.001826-04:00;23.22;11.0;10.0;10.0;10.0;1.0;1.0;0.0;0.0;3.0;NA;19.06
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~1. One Box~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:10:05.094066-04:00;123.11;107.0;7.0;11.0;23.0;1.0;1.0;0.0;0.0;37.0;NA;113.88
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:12:03.911763-04:00;63.21;14.0;4.0;9.0;13.0;1.0;1.0;0.0;0.0;3.0;NA;56.43
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:13:21.359373-04:00;67.19;14.0;7.0;11.0;13.0;3.0;1.0;0.0;0.0;4.0;NA;16.71
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:14:16.791967-04:00;144.43;48.0;12.0;24.0;27.0;2.0;1.0;0.0;4.0;13.0;NA;68.24
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:16:40.642590-04:00;38.15;10.0;12.0;9.0;9.0;1.0;1.0;0.0;0.0;2.0;NA;14.76
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:17:17.630314-04:00;40.38;13.0;14.0;12.0;12.0;2.0;0.0;0.0;1.0;3.0;NA;17.04
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:17:57.747873-04:00;59.45;24.0;9.0;19.0;23.0;1.0;1.0;0.0;0.0;5.0;NA;53.58
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:19:14.516245-04:00;69.07;24.0;15.0;23.0;23.0;2.0;1.0;0.0;5.0;8.0;NA;22.28
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 13:20:05.965043-04:00;46.27;24.0;22.0;23.0;23.0;1.0;0.0;0.0;2.0;5.0;NA;40.96
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Square Cross-Sections~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-23 13:20:52.059524-04:00;77.48;43.0;6.0;6.0;21.0;2.0;1.0;0.0;2.0;19.0;NA;83.83
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Bird Fez~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bird Fez;0.156674;3.63;1;1.0;2019-10-23 13:23:42.745469-04:00;71.61;34.0;34.0;33.0;33.0;1.0;1.0;0.0;4.0;10.0;NA;52.68
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Pi Henge~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Pi Henge;0.067346;2.22;1;1.0;2019-10-23 13:24:58.113069-04:00;86.34;28.0;20.0;27.0;27.0;1.0;1.0;0.0;0.0;12.0;NA;48.33
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~45-Degree Rotations~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-23 13:26:22.574717-04:00;304.26;172.0;4.0;32.0;61.0;6.0;1.0;0.0;17.0;70.0;NA;49.83
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Pyramids are Strange~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Pyramids are Strange;0.1796;4.0;1;1.0;2019-10-23 13:32:09.806623-04:00;809.5;355.0;17.0;54.0;91.0;5.0;6.0;8.0;60.0;131.0;NA;151.96
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-10-23 13:44:55.377213-04:00;423.88;215.0;34.0;77.0;106.0;6.0;4.0;1.0;65.0;70.0;NA;69.95
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Object Limits;0.257177;2.71;1;1.0;2019-10-23 13:52:02.275978-04:00;97.03;29.0;24.0;28.0;28.0;3.0;2.0;0.0;4.0;10.0;NA;22.84
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Warm Up~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Warm Up;0.183971;0.93;1;1.0;2019-10-23 13:53:38.158728-04:00;33.32;17.0;10.0;15.0;16.0;1.0;0.0;0.0;0.0;6.0;NA;26.8
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Angled Silhouette~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-23 13:54:08.996290-04:00;234.46;98.0;13.0;18.0;38.0;4.0;2.0;5.0;29.0;31.0;NA;57.64
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Sugar Cones;0.085909;1.44;1;1.0;2019-10-23 13:58:06.425197-04:00;34.95;23.0;20.0;22.0;22.0;1.0;0.0;0.0;0.0;7.0;NA;28.63
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Stranger Shapes~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Stranger Shapes;0.283971;4.31;1;1.0;2019-10-25 09:04:35.573219-04:00;311.2;108.0;72.0;94.0;103.0;6.0;7.0;3.0;15.0;28.0;NA;41.55
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Bull Market~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bull Market;0.358579;7.9;1;0.0;2019-10-25 09:04:29.102575-04:00;4.19;4.0;6.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Tall and Small~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Tall and Small;0.266869;4.44;1;1.0;2019-10-25 09:08:49.408266-04:00;282.91;129.0;44.0;73.0;95.0;7.0;1.0;7.0;30.0;44.0;NA;40.07
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Ramp Up and Can It~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Ramp Up and Can It;0.206271;2.7;1;1.0;2019-10-25 09:13:34.116531-04:00;101.86;30.0;13.0;24.0;29.0;2.0;2.0;2.0;7.0;4.0;NA;47.26
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~More Than Meets Your Eye~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;More Than Meets Your Eye;0.192319;4.66;1;1.0;2019-10-25 09:15:15.311890-04:00;262.55;102.0;28.0;44.0;71.0;3.0;3.0;0.0;15.0;40.0;NA;85.98
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Not Bird~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Not Bird;0.260197;3.92;1;1.0;2019-10-25 09:19:37.866243-04:00;101.02;55.0;43.0;54.0;54.0;2.0;0.0;0.0;3.0;17.0;NA;47.39
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Unnecessary~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Unnecessary;0.76;10.0;1;1.0;2019-10-25 09:21:18.844455-04:00;100.8;45.0;46.0;44.0;42.0;4.0;2.0;0.0;11.0;9.0;NA;41.25
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Zzz~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Zzz;0.234035;2.82;1;1.0;2019-10-25 09:24:07.208903-04:00;186.54;105.0;29.0;51.0;71.0;4.0;0.0;6.0;24.0;30.0;NA;45.33
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Bull Market~2;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bull Market;0.358579;7.9;2;1.0;2019-10-25 09:27:13.449984-04:00;498.27;242.0;10.0;10.0;13.0;3.0;3.0;11.0;40.0;85.0;NA;250.8
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Few Clues~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Few Clues;0.324041;5.26;1;1.0;2019-10-25 09:39:53.364773-04:00;319.39;196.0;3.0;40.0;82.0;2.0;1.0;10.0;25.0;80.0;NA;204.4
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Orange Dance~1;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Orange Dance;0.647731;14.06;1;0.0;2019-10-25 09:46:47.424214-04:00;394.74;253.0;119.0;252.0;252.0;0.0;2.0;17.0;15.0;131.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~0d35fa2868a21199e36b159b49ae6aad~Orange Dance~2;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Orange Dance;0.647731;14.06;2;0.0;2019-10-25 09:54:34.639169-04:00;113.56;56.0;58.0;55.0;55.0;0.0;2.0;2.0;2.0;22.0;NA;NA
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~1. One Box~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;1. One Box;2e-06;1.09;1;1.0;2019-10-23 13:10:12.012207-04:00;44.21;8.0;6.0;7.0;7.0;1.0;0.0;0.0;0.0;1.0;NA;25.12
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~2. Separated Boxes~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-23 13:10:46.728087-04:00;21.98;11.0;13.0;10.0;10.0;1.0;0.0;0.0;0.0;3.0;NA;17.67
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~3. Rotate a Pyramid~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-23 13:11:10.466499-04:00;26.01;16.0;18.0;15.0;15.0;1.0;0.0;0.0;0.0;2.0;NA;20.35
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~4. Match Silhouettes~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-23 13:12:02.929228-04:00;54.67;11.0;13.0;10.0;10.0;1.0;1.0;0.0;0.0;3.0;NA;21.26
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~5. Removing Objects~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-23 13:12:29.033434-04:00;75.82;17.0;14.0;16.0;16.0;2.0;1.0;0.0;0.0;4.0;NA;26.91
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~6. Stretch a Ramp~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-23 13:13:47.082545-04:00;57.8;11.0;10.0;10.0;10.0;1.0;0.0;0.0;0.0;3.0;NA;38.73
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~7. Max 2 Boxes~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-23 13:14:42.995526-04:00;280.7;149.0;7.0;17.0;34.0;1.0;1.0;0.0;60.0;26.0;NA;275.22
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~8. Combine 2 Ramps~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 13:19:23.111492-04:00;56.61;32.0;21.0;31.0;31.0;1.0;0.0;0.0;10.0;8.0;NA;50.74
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~9. Scaling Round Objects~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 13:20:20.190498-04:00;61.46;34.0;23.0;33.0;33.0;1.0;0.0;0.0;3.0;16.0;NA;56.07
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~Square Cross-Sections~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-23 13:21:21.446757-04:00;50.22;28.0;29.0;27.0;27.0;2.0;0.0;0.0;0.0;13.0;NA;21.29
8cbfa61cb2b025b16b04a8e470422960~1167e354a5b14bfe32706bdb0b67a0cf~Bird Fez~1;8cbfa61cb2b025b16b04a8e470422960;1167e354a5b14bfe32706bdb0b67a0cf;Bird Fez;0.156674;3.63;1;1.0;2019-10-23 13:22:12.045997-04:00;288.64;112.0;33.0;51.0;61.0;5.0;0.0;0.0;23.0;28.0;NA;55.77
