;group_id;user;task_id;n_attempt;spatialDimension;percSpatialValue;PercentileSpatialAbove85;PercentileSpatialBelow15;engageDimension;percEngageValue;PercentileEngageAbove85;PercentileEngageBelow15;exploreDimension;percExploreValue;PercentileExploreAbove85;PercentileExploreBelow15;experimentDimension;percExperimentValue;PercentileExperimentAbove85;PercentileExperimentBelow15;reflexDimension;percReflexValue;PercentileReflexAbove85;PercentileReflexBelow15;errorRectDimension;percErrorRectValue;PercentileErrorRectAbove85;PercentileErrorRectBelow15;persistenceDimension;percPersistenceValue;PercentilePersistenceAbove85;PercentilePersistenceBelow15;completed
1792;e6af7d42084352a39449e6d0a09b18cd;049217092f0cf180df6272f85c8144b1;Bird Fez;14;0.2625;50.617283950617285;False;False;125.62175500000002;27.983539094650208;False;False;14.0;64.19753086419753;False;False;0.26232954374583795;69.95884773662551;False;False;62.912322;78.18930041152264;False;False;0.0;24.074074074074076;False;False;78.68057852941179;26.74897119341564;False;False;True
1822;e6af7d42084352a39449e6d0a09b18cd;04efb31113020a35abc57f18b7c92b34;Bird Fez;12;0.625;92.5925925925926;True;False;130.667935;29.62962962962963;False;False;13.0;45.26748971193416;False;False;0.20266011170446757;31.68724279835391;False;False;47.261483;65.02057613168725;False;False;0.0;24.074074074074076;False;False;87.76793499999998;30.041152263374485;False;False;True
1839;e6af7d42084352a39449e6d0a09b18cd;09c0fd63d10090d7503972218cf4bfc3;Bird Fez;11;0.1875;39.50617283950618;False;False;183.92867999999999;46.50205761316872;False;False;14.0;64.19753086419753;False;False;0.2556554560760779;65.02057613168725;False;False;68.831355;81.89300411522635;False;False;0.0;24.074074074074076;False;False;118.96571703703702;44.03292181069959;False;False;True
1859;e6af7d42084352a39449e6d0a09b18cd;0d35fa2868a21199e36b159b49ae6aad;Bird Fez;11;0.3333333333333333;61.111111111111114;False;False;102.70133900000003;23.868312757201647;False;False;12.0;29.62962962962963;False;False;0.22426314066461073;42.79835390946502;False;False;42.714484;58.43621399176955;False;False;0.0;24.074074074074076;False;False;70.81245011111115;22.63374485596708;False;False;True
1885;e6af7d42084352a39449e6d0a09b18cd;10b6d08eea990eacf342c323080e83f5;Bird Fez;11;0.5598086124401914;87.24279835390946;True;False;845.157552;95.88477366255144;True;False;15.0;81.48148148148148;False;False;0.2728084332195585;74.48559670781893;False;False;49.250844;67.90123456790124;False;False;2.0;69.75308641975309;False;False;477.237552;92.18106995884774;True;False;True
1920;e6af7d42084352a39449e6d0a09b18cd;113d1b7d0977122f5962fa123325c015;Bird Fez;11;0.19930069930069932;40.32921810699589;False;False;236.29182299999997;58.43621399176955;False;False;16.0;91.97530864197532;True;False;0.2555582776342342;64.60905349794238;False;False;32.66813666666667;42.38683127572017;False;False;1.0;56.584362139917694;False;False;162.41182299999997;58.0246913580247;False;False;True
1936;e6af7d42084352a39449e6d0a09b18cd;12c90b2d277f87dffd14e56879987369;Bird Fez;13;0.8404040404040404;98.35390946502058;True;False;2017.9008740000008;100.0;True;False;13.0;45.26748971193416;False;False;0.0932608450599367;11.11111111111111;False;True;216.076466;97.94238683127573;True;False;7.0;94.03292181069959;True;False;1393.9374593658545;100.0;True;False;False
1940;e6af7d42084352a39449e6d0a09b18cd;1f32ee4bde190b6194c8d956ef958987;Bird Fez;13;0.0;10.2880658436214;False;False;210.86189399999992;53.909465020576135;False;False;12.0;29.62962962962963;False;False;0.14925611376155984;18.51851851851852;False;False;105.455927;91.35802469135803;True;False;1.0;56.584362139917694;False;False;166.94522733333326;58.43621399176955;False;False;True
1966;e6af7d42084352a39449e6d0a09b18cd;260b88947a587ebbb88ab3988c0cc484;Bird Fez;12;0.0;10.2880658436214;False;False;109.40365500000003;24.279835390946502;False;False;12.0;29.62962962962963;False;False;0.2980917608888342;86.83127572016461;True;False;39.260076999999995;54.732510288065846;False;False;0.0;24.074074074074076;False;False;77.58547318181822;25.925925925925927;False;False;True
1974;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Bird Fez;17;0.22727272727272727;46.09053497942387;False;False;215.56481599999995;54.732510288065846;False;False;14.0;64.19753086419753;False;False;0.21247483592550506;36.62551440329218;False;False;41.683564000000004;56.79012345679013;False;False;1.0;56.584362139917694;False;False;158.6700791578947;55.967078189300416;False;False;True
1987;e6af7d42084352a39449e6d0a09b18cd;2b0af0935243bf6aa00b6f7be5fdbabc;Bird Fez;11;0.2826086956521739;53.49794238683128;False;False;363.882906;72.8395061728395;False;False;15.0;81.48148148148148;False;False;0.15078754549880943;18.930041152263374;False;False;471.332245;100.0;True;False;2.0;69.75308641975309;False;False;271.91231776470585;75.30864197530865;False;False;True
2001;e6af7d42084352a39449e6d0a09b18cd;2f0ac5ad17c9aa0ab1a3a01e8fea4ea8;Bird Fez;13;0.47619047619047616;80.24691358024691;False;False;205.43766999999997;51.851851851851855;False;False;13.0;45.26748971193416;False;False;0.28327819266300114;78.18930041152264;False;False;19.153523333333332;16.46090534979424;False;False;2.0;69.75308641975309;False;False;159.6519557142857;56.79012345679013;False;False;True
2025;e6af7d42084352a39449e6d0a09b18cd;2fc80637fca670560429037eb31234b6;Bird Fez;18;0.0;10.2880658436214;False;False;8.478824;4.938271604938272;False;False;3.0;4.938271604938272;False;True;0.0;4.320987654320988;False;True;0.0;4.320987654320988;False;True;0.0;24.074074074074076;False;False;5.478824;4.938271604938272;False;True;False
2047;e6af7d42084352a39449e6d0a09b18cd;3d992da5acb90d3c9b53b9684d648306;Bird Fez;12;0.356547619047619;65.4320987654321;False;False;327.65419;70.37037037037037;False;False;17.0;96.09053497942386;True;False;0.3204086206364135;91.35802469135803;True;False;17.276626285714286;15.226337448559672;False;True;1.0;56.584362139917694;False;False;227.82085666666669;71.19341563786008;False;False;True
2100;e6af7d42084352a39449e6d0a09b18cd;5760acdfb9a7fe7637b49680a8dc2d47;Bird Fez;12;0.37037037037037035;67.90123456790124;False;False;491.54058599999996;85.18518518518519;True;False;13.0;45.26748971193416;False;False;0.22410388096456546;42.38683127572017;False;False;32.665116;41.97530864197531;False;False;1.0;56.584362139917694;False;False;354.6687911282051;85.18518518518519;True;False;True
2119;e6af7d42084352a39449e6d0a09b18cd;5b376caf2913ef3a48a53e38cba2a2f0;Bird Fez;11;0.21739130434782608;44.23868312757202;False;False;204.02313900000004;51.028806584362144;False;False;13.0;45.26748971193416;False;False;0.22078661153419937;39.50617283950618;False;False;35.246152;48.559670781893004;False;False;1.0;56.584362139917694;False;False;149.12313900000004;52.674897119341566;False;False;False
2120;e6af7d42084352a39449e6d0a09b18cd;5b376caf2913ef3a48a53e38cba2a2f0;Bird Fez;12;0.06896551724137931;24.279835390946502;False;False;144.836885;34.567901234567906;False;False;12.0;29.62962962962963;False;False;0.3872233127745368;97.53086419753087;True;False;34.01688;45.26748971193416;False;False;0.0;24.074074074074076;False;False;84.90585051724139;29.218106995884774;False;False;False
2121;e6af7d42084352a39449e6d0a09b18cd;5b376caf2913ef3a48a53e38cba2a2f0;Bird Fez;13;0.5573770491803278;86.83127572016461;True;False;747.946585;94.23868312757202;True;False;14.0;64.19753086419753;False;False;0.43197585997330545;99.1769547325103;True;False;21.652997588235294;19.75308641975309;False;False;2.0;69.75308641975309;False;False;592.3329486363637;95.88477366255144;True;False;False
2122;e6af7d42084352a39449e6d0a09b18cd;5b376caf2913ef3a48a53e38cba2a2f0;Bird Fez;20;0.0;10.2880658436214;False;False;15.195055;6.584362139917696;False;False;4.0;8.024691358024691;False;True;0.0;4.320987654320988;False;True;0.0;4.320987654320988;False;True;1.0;56.584362139917694;False;False;10.195055;6.584362139917696;False;True;False
2139;e6af7d42084352a39449e6d0a09b18cd;5d483abb3f27510378f2b7672e83bc1e;Bird Fez;2;0.4444444444444444;76.54320987654322;False;False;63.77829100000001;12.757201646090536;False;True;11.0;20.5761316872428;False;False;0.28928092727901056;81.48148148148148;False;False;27.610505;27.983539094650208;False;False;0.0;24.074074074074076;False;False;40.944957666666674;12.345679012345679;False;True;True
2161;e6af7d42084352a39449e6d0a09b18cd;5dbb0c7e9eb3e307c96f39cfbc5f524b;Bird Fez;13;0.2;41.1522633744856;False;False;121.85886500000002;27.160493827160494;False;False;13.0;45.26748971193416;False;False;0.22909366674832987;45.67901234567901;False;False;46.918003999999996;64.60905349794238;False;False;0.0;24.074074074074076;False;False;78.9357880769231;27.160493827160494;False;False;True
2195;e6af7d42084352a39449e6d0a09b18cd;5e186eef80240c4069112f359dadf9ef;Bird Fez;11;0.2857142857142857;54.32098765432099;False;False;111.10220799999999;25.102880658436217;False;False;12.0;29.62962962962963;False;False;0.2142102962227613;37.86008230452675;False;False;73.658758;84.36213991769547;False;False;0.0;24.074074074074076;False;False;81.19311709090908;27.57201646090535;False;False;True
2217;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;15;0.0;10.2880658436214;False;False;42.809323;10.699588477366255;False;False;8.0;13.168724279835391;False;True;0.15498275564996417;19.75308641975309;False;False;152.478143;95.88477366255144;True;False;2.0;69.75308641975309;False;False;25.809323;9.053497942386832;False;True;False
2218;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;16;0.25;48.76543209876544;False;False;232.95155799999992;57.20164609053498;False;False;14.0;64.19753086419753;False;False;0.14043141803979853;16.049382716049383;False;False;72.954163;83.1275720164609;False;False;3.0;77.77777777777779;False;False;189.028481076923;62.13991769547325;False;False;False
2219;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;18;0.75;97.94238683127573;True;False;87.36354399999999;16.46090534979424;False;False;7.0;11.728395061728396;False;True;0.0127610359225203;8.641975308641976;False;True;14.193978;14.40329218106996;False;True;0.0;24.074074074074076;False;False;78.36354399999999;26.337448559670783;False;False;False
2220;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;19;0.6181818181818182;91.76954732510288;True;False;600.4587240000001;89.7119341563786;True;False;17.0;96.09053497942386;True;False;0.20379939074797188;32.510288065843625;False;False;46.291063;63.37448559670782;False;False;10.0;97.32510288065843;True;False;479.61872400000004;92.5925925925926;True;False;False
2221;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;26;0.6597402597402597;95.47325102880659;True;False;576.8245329999999;88.47736625514403;True;False;17.0;96.09053497942386;True;False;0.2714489148071232;73.66255144032922;False;False;25.774662;25.925925925925927;False;False;6.0;92.18106995884774;True;False;410.0105795116278;89.7119341563786;True;False;False
2222;e6af7d42084352a39449e6d0a09b18cd;5e28d61160368358430cfe1efe123aa9;Bird Fez;27;0.0;10.2880658436214;False;False;21.702360999999996;6.995884773662552;False;False;6.0;10.493827160493828;False;True;0.12736938094850833;14.40329218106996;False;True;4.71838;10.2880658436214;False;True;0.0;24.074074074074076;False;False;15.702360999999998;6.995884773662552;False;True;False
