;param_alpha;param_class_weight;param_eta0;param_fit_intercept;param_l1_ratio;param_learning_rate;param_loss;param_max_iter;param_penalty;param_tol;mean_test_score;std_test_score;mean_train_score;std_train_score
7431;0.001;balanced;1.0;True;0.5;invscaling;log;1000;l1;0.001;0.7126319779927874;0.06710264343556784;0.7263565333433151;0.049823499871743726
7430;0.001;balanced;1.0;True;0.5;invscaling;log;1000;l1;0.0001;0.7126319779927874;0.06710264343556784;0.7263565333433151;0.049823499871743726
7322;0.001;balanced;1.0;True;0.3;invscaling;log;1000;l1;0.0001;0.7126319779927874;0.06710264343556784;0.7263565333433151;0.049823499871743726
7323;0.001;balanced;1.0;True;0.3;invscaling;log;1000;l1;0.001;0.7126319779927874;0.06710264343556784;0.7263565333433151;0.049823499871743726
7329;0.001;balanced;1.0;True;0.3;invscaling;log;2000;l1;0.001;0.7126319779927874;0.06710264343556784;0.7263565333433151;0.049823499871743726
7310;0.001;balanced;1.0;True;0.3;invscaling;hinge;1000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7202;0.001;balanced;1.0;True;0.15;invscaling;hinge;1000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7425;0.001;balanced;1.0;True;0.5;invscaling;hinge;2000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7424;0.001;balanced;1.0;True;0.5;invscaling;hinge;2000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7419;0.001;balanced;1.0;True;0.5;invscaling;hinge;1000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7418;0.001;balanced;1.0;True;0.5;invscaling;hinge;1000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7203;0.001;balanced;1.0;True;0.15;invscaling;hinge;1000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7208;0.001;balanced;1.0;True;0.15;invscaling;hinge;2000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7209;0.001;balanced;1.0;True;0.15;invscaling;hinge;2000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7317;0.001;balanced;1.0;True;0.3;invscaling;hinge;2000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7316;0.001;balanced;1.0;True;0.3;invscaling;hinge;2000;l1;0.0001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
7311;0.001;balanced;1.0;True;0.3;invscaling;hinge;1000;l1;0.001;0.7109928930118625;0.07060028112775497;0.7221604681844118;0.05372860593836761
11517;0.01;balanced;1.0;False;0.3;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10107;0.01;balanced;0.01;False;0.15;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10106;0.01;balanced;0.01;False;0.15;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11510;0.01;balanced;1.0;False;0.3;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11511;0.01;balanced;1.0;False;0.3;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11516;0.01;balanced;1.0;False;0.3;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10113;0.01;balanced;0.01;False;0.15;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11402;0.01;balanced;1.0;False;0.15;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11403;0.01;balanced;1.0;False;0.15;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10112;0.01;balanced;0.01;False;0.15;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11408;0.01;balanced;1.0;False;0.15;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10214;0.01;balanced;0.01;False;0.3;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10869;0.01;balanced;0.1;False;0.3;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11625;0.01;balanced;1.0;False;0.5;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11624;0.01;balanced;1.0;False;0.5;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10215;0.01;balanced;0.01;False;0.3;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10754;0.01;balanced;0.1;False;0.15;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10755;0.01;balanced;0.1;False;0.15;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10760;0.01;balanced;0.1;False;0.15;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10761;0.01;balanced;0.1;False;0.15;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10862;0.01;balanced;0.1;False;0.3;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11619;0.01;balanced;1.0;False;0.5;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11618;0.01;balanced;1.0;False;0.5;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10863;0.01;balanced;0.1;False;0.3;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10971;0.01;balanced;0.1;False;0.5;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10976;0.01;balanced;0.1;False;0.5;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10977;0.01;balanced;0.1;False;0.5;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10868;0.01;balanced;0.1;False;0.3;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10970;0.01;balanced;0.1;False;0.5;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10328;0.01;balanced;0.01;False;0.5;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10220;0.01;balanced;0.01;False;0.3;optimal;modified_huber;2000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10221;0.01;balanced;0.01;False;0.3;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
11409;0.01;balanced;1.0;False;0.15;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10322;0.01;balanced;0.01;False;0.5;optimal;modified_huber;1000;l1;0.0001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10323;0.01;balanced;0.01;False;0.5;optimal;modified_huber;1000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
10329;0.01;balanced;0.01;False;0.5;optimal;modified_huber;2000;l1;0.001;0.7105777471935298;0.0418486598533715;0.713614879806933;0.025867025568020934
477;0.0001;;0.01;False;0.3;optimal;hinge;2000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
362;0.0001;;0.01;False;0.15;optimal;hinge;1000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
1233;0.0001;;0.1;False;0.5;optimal;hinge;2000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
1232;0.0001;;0.1;False;0.5;optimal;hinge;2000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
369;0.0001;;0.01;False;0.15;optimal;hinge;2000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
476;0.0001;;0.01;False;0.3;optimal;hinge;2000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
471;0.0001;;0.01;False;0.3;optimal;hinge;1000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
470;0.0001;;0.01;False;0.3;optimal;hinge;1000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
363;0.0001;;0.01;False;0.15;optimal;hinge;1000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
578;0.0001;;0.01;False;0.5;optimal;hinge;1000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
579;0.0001;;0.01;False;0.5;optimal;hinge;1000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
584;0.0001;;0.01;False;0.5;optimal;hinge;2000;l1;0.0001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
1659;0.0001;;1.0;False;0.15;optimal;hinge;1000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
585;0.0001;;0.01;False;0.5;optimal;hinge;2000;l1;0.001;0.7101051945416541;0.06570534896668047;0.7275358061775126;0.041097500869346715
