;param_activation;param_alpha;param_early_stopping;param_hidden_layer_sizes;param_learning_rate;param_max_iter;param_solver;mean_test_score;std_test_score;mean_train_score;std_train_score
151;relu;0.01;True;(100,);adaptive;200;adam;0.7613891497288199;0.050179035051682024;0.8116561668577074;0.01871181591524351
149;relu;0.01;True;(100,);constant;1000;adam;0.7613891497288199;0.050179035051682024;0.8116561668577074;0.01871181591524351
207;relu;0.01;False;(50, 100, 50);constant;500;adam;0.7599032608957852;0.04103363020547841;0.9084347234789589;0.025936122534425968
209;relu;0.01;False;(50, 100, 50);constant;1000;adam;0.7599032608957852;0.04103363020547841;0.9084347234789589;0.025936122534425968
213;relu;0.01;False;(50, 100, 50);adaptive;500;adam;0.7599032608957852;0.04103363020547841;0.9084347234789589;0.025936122534425968
215;relu;0.01;False;(50, 100, 50);adaptive;1000;adam;0.7599032608957852;0.04103363020547841;0.9084347234789589;0.025936122534425968
11;relu;0.0001;True;(100,);adaptive;1000;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
7;relu;0.0001;True;(100,);adaptive;200;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
3;relu;0.0001;True;(100,);constant;500;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
5;relu;0.0001;True;(100,);constant;1000;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
9;relu;0.0001;True;(100,);adaptive;500;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
1;relu;0.0001;True;(100,);constant;200;adam;0.7594642447810891;0.05397819738357013;0.8116668320228474;0.01568714117818384
75;relu;0.001;True;(100,);constant;500;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
81;relu;0.001;True;(100,);adaptive;500;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
77;relu;0.001;True;(100,);constant;1000;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
83;relu;0.001;True;(100,);adaptive;1000;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
79;relu;0.001;True;(100,);adaptive;200;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
73;relu;0.001;True;(100,);constant;200;adam;0.7575380202894533;0.04792852780671022;0.8124936906201995;0.0176977251290347
211;relu;0.01;False;(50, 100, 50);adaptive;200;adam;0.7568893010728367;0.03917929413986409;0.906683834644577;0.02309330626282654
205;relu;0.01;False;(50, 100, 50);constant;200;adam;0.7568893010728367;0.03917929413986409;0.906683834644577;0.02309330626282654
285;logistic;0.0001;False;(50, 100, 50);adaptive;500;adam;0.7565785008709738;0.03545001634201086;0.9333127479209283;0.013912696611997157
287;logistic;0.0001;False;(50, 100, 50);adaptive;1000;adam;0.7565785008709738;0.03545001634201086;0.9333127479209283;0.013912696611997157
281;logistic;0.0001;False;(50, 100, 50);constant;1000;adam;0.7565785008709738;0.03545001634201086;0.9333127479209283;0.013912696611997157
279;logistic;0.0001;False;(50, 100, 50);constant;500;adam;0.7565785008709738;0.03545001634201086;0.9333127479209283;0.013912696611997157
477;tanh;0.0001;False;(100,);adaptive;500;adam;0.7565392187732647;0.035206664017132;0.9761178243787771;0.0035075110949904366
471;tanh;0.0001;False;(100,);constant;500;adam;0.7565392187732647;0.035206664017132;0.9761178243787771;0.0035075110949904366
393;logistic;0.01;True;(50, 100, 50);adaptive;500;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
395;logistic;0.01;True;(50, 100, 50);adaptive;1000;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
391;logistic;0.01;True;(50, 100, 50);adaptive;200;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
389;logistic;0.01;True;(50, 100, 50);constant;1000;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
387;logistic;0.01;True;(50, 100, 50);constant;500;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
385;logistic;0.01;True;(50, 100, 50);constant;200;adam;0.7555223247123787;0.05449133697109449;0.801261901067629;0.013252401765347092
299;logistic;0.001;True;(100,);adaptive;1000;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
289;logistic;0.001;True;(100,);constant;200;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
297;logistic;0.001;True;(100,);adaptive;500;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
291;logistic;0.001;True;(100,);constant;500;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
293;logistic;0.001;True;(100,);constant;1000;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
295;logistic;0.001;True;(100,);adaptive;200;adam;0.7546534929165398;0.051630283547082066;0.8052906943395339;0.02452844972992222
133;relu;0.001;False;(50, 100, 50);constant;200;adam;0.7536561519854559;0.03321599062675869;0.9200021947907737;0.018779517605695368
139;relu;0.001;False;(50, 100, 50);adaptive;200;adam;0.7536561519854559;0.03321599062675869;0.9200021947907737;0.018779517605695368
223;logistic;0.0001;True;(100,);adaptive;200;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
227;logistic;0.0001;True;(100,);adaptive;1000;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
225;logistic;0.0001;True;(100,);adaptive;500;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
217;logistic;0.0001;True;(100,);constant;200;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
221;logistic;0.0001;True;(100,);constant;1000;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
219;logistic;0.0001;True;(100,);constant;500;adam;0.75365591275925;0.05106847564776712;0.8044935775312837;0.023504990977526462
479;tanh;0.0001;False;(100,);adaptive;1000;adam;0.7528181209690341;0.03679844828870293;0.9865065147800067;0.005615200964919206
473;tanh;0.0001;False;(100,);constant;1000;adam;0.7528181209690341;0.03679844828870293;0.9865065147800067;0.005615200964919206
367;logistic;0.01;True;(100,);adaptive;200;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
369;logistic;0.01;True;(100,);adaptive;500;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
361;logistic;0.01;True;(100,);constant;200;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
371;logistic;0.01;True;(100,);adaptive;1000;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
363;logistic;0.01;True;(100,);constant;500;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
365;logistic;0.01;True;(100,);constant;1000;adam;0.7525707943704655;0.04426032696322335;0.8042005826361784;0.02669858472483304
137;relu;0.001;False;(50, 100, 50);constant;1000;adam;0.7524247683819792;0.03548208895862162;0.9235744884383642;0.021913402231289715
135;relu;0.001;False;(50, 100, 50);constant;500;adam;0.7524247683819792;0.03548208895862162;0.9235744884383642;0.021913402231289715
143;relu;0.001;False;(50, 100, 50);adaptive;1000;adam;0.7524247683819792;0.03548208895862162;0.9235744884383642;0.021913402231289715
141;relu;0.001;False;(50, 100, 50);adaptive;500;adam;0.7524247683819792;0.03548208895862162;0.9235744884383642;0.021913402231289715
631;tanh;0.01;False;(50, 50);adaptive;200;adam;0.7482696744008102;0.03473107841108751;0.9457326482868597;0.007656036945022712
625;tanh;0.01;False;(50, 50);constant;200;adam;0.7482696744008102;0.03473107841108751;0.9457326482868597;0.007656036945022712
475;tanh;0.0001;False;(100,);adaptive;200;adam;0.7482372319847814;0.03379976362715829;0.9221372601501248;0.003285687061881255
469;tanh;0.0001;False;(100,);constant;200;adam;0.7482372319847814;0.03379976362715829;0.9221372601501248;0.003285687061881255
323;logistic;0.001;True;(50, 100, 50);adaptive;1000;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
313;logistic;0.001;True;(50, 100, 50);constant;200;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
315;logistic;0.001;True;(50, 100, 50);constant;500;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
319;logistic;0.001;True;(50, 100, 50);adaptive;200;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
321;logistic;0.001;True;(50, 100, 50);adaptive;500;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
317;logistic;0.001;True;(50, 100, 50);constant;1000;adam;0.7474045124715877;0.05329272910207001;0.8022585558432624;0.010196500941184336
406;logistic;0.01;False;(100,);adaptive;1000;sgd;0.7472572210047255;0.05323428135310028;0.8100651625448438;0.005509419524576939
334;logistic;0.001;False;(100,);adaptive;1000;sgd;0.7469541907016952;0.0531495882048946;0.8099172772781682;0.005439741505425303
262;logistic;0.0001;False;(100,);adaptive;1000;sgd;0.7469541907016952;0.0531495882048946;0.8100171894432977;0.00546377330850417
541;tanh;0.001;False;(100,);constant;200;adam;0.7469519560717217;0.03042721697775381;0.9226271271640583;0.004125928811173844
547;tanh;0.001;False;(100,);adaptive;200;adam;0.7469519560717217;0.03042721697775381;0.9226271271640583;0.004125928811173844
400;logistic;0.01;False;(100,);constant;1000;sgd;0.7461877590016353;0.05355259910225087;0.8087090196458678;0.004878105670601232
328;logistic;0.001;False;(100,);constant;1000;sgd;0.7456396306593892;0.05322275286938172;0.8085997732887226;0.005047692622709612
256;logistic;0.0001;False;(100,);constant;1000;sgd;0.7456396306593892;0.05322275286938172;0.8086502783392276;0.005032148345387757
619;tanh;0.01;False;(100,);adaptive;200;adam;0.7447109068137163;0.036414902682746976;0.918443501089573;0.003654202176917073
613;tanh;0.01;False;(100,);constant;200;adam;0.7447109068137163;0.036414902682746976;0.918443501089573;0.003654202176917073
481;tanh;0.0001;False;(50, 50);constant;200;adam;0.7438564088619143;0.04145032493697157;0.9476503442465841;0.006440642341705418
487;tanh;0.0001;False;(50, 50);adaptive;200;adam;0.7438564088619143;0.04145032493697157;0.9476503442465841;0.006440642341705418
551;tanh;0.001;False;(100,);adaptive;1000;adam;0.7436255723973424;0.048849088458432846;0.9861379622663848;0.005953039711798227
545;tanh;0.001;False;(100,);constant;1000;adam;0.7436255723973424;0.048849088458432846;0.9861379622663848;0.005953039711798227
549;tanh;0.001;False;(100,);adaptive;500;adam;0.7434333402773111;0.04271857279947625;0.974958131207569;0.00477303526956614
543;tanh;0.001;False;(100,);constant;500;adam;0.7434333402773111;0.04271857279947625;0.974958131207569;0.00477303526956614
251;logistic;0.0001;True;(50, 100, 50);adaptive;1000;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
249;logistic;0.0001;True;(50, 100, 50);adaptive;500;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
247;logistic;0.0001;True;(50, 100, 50);adaptive;200;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
245;logistic;0.0001;True;(50, 100, 50);constant;1000;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
243;logistic;0.0001;True;(50, 100, 50);constant;500;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
241;logistic;0.0001;True;(50, 100, 50);constant;200;adam;0.7433760564596723;0.05796394163748891;0.8016400733213098;0.013325976567192654
35;relu;0.0001;True;(50, 100, 50);adaptive;1000;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
31;relu;0.0001;True;(50, 100, 50);adaptive;200;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
29;relu;0.0001;True;(50, 100, 50);constant;1000;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
33;relu;0.0001;True;(50, 100, 50);adaptive;500;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
25;relu;0.0001;True;(50, 100, 50);constant;200;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
27;relu;0.0001;True;(50, 100, 50);constant;500;adam;0.7422596357488888;0.045712073194055965;0.8081347348623655;0.036308798094392344
97;relu;0.001;True;(50, 100, 50);constant;200;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
107;relu;0.001;True;(50, 100, 50);adaptive;1000;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
105;relu;0.001;True;(50, 100, 50);adaptive;500;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
103;relu;0.001;True;(50, 100, 50);adaptive;200;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
101;relu;0.001;True;(50, 100, 50);constant;1000;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
99;relu;0.001;True;(50, 100, 50);constant;500;adam;0.7419924562265223;0.042161201811726376;0.8122139040001841;0.025694865449029883
559;tanh;0.001;False;(50, 50);adaptive;200;adam;0.7415962835452625;0.03538424747850082;0.9475448622093554;0.0068059697628119545
553;tanh;0.001;False;(50, 50);constant;200;adam;0.7415962835452625;0.03538424747850082;0.9475448622093554;0.0068059697628119545
50;relu;0.0001;False;(50, 50);constant;500;sgd;0.7414051914840804;0.04788423992818751;0.8075531417733457;0.011645266438289654
52;relu;0.0001;False;(50, 50);constant;1000;sgd;0.7414051914840804;0.04788423992818751;0.8075531417733457;0.011645266438289654
489;tanh;0.0001;False;(50, 50);adaptive;500;adam;0.7413444294985259;0.03888759433201478;0.972666485478833;0.011353662869375374
491;tanh;0.0001;False;(50, 50);adaptive;1000;adam;0.7413444294985259;0.03888759433201478;0.972666485478833;0.011353662869375374
483;tanh;0.0001;False;(50, 50);constant;500;adam;0.7413444294985259;0.03888759433201478;0.972666485478833;0.011353662869375374
485;tanh;0.0001;False;(50, 50);constant;1000;adam;0.7413444294985259;0.03888759433201478;0.972666485478833;0.011353662869375374
340;logistic;0.001;False;(50, 50);constant;1000;sgd;0.7399591485408671;0.04816678555171397;0.8002495102815377;0.0062569670911782165
418;logistic;0.01;False;(50, 50);adaptive;1000;sgd;0.7399591485408671;0.04816678555171397;0.8001190920535037;0.006463441804529277
274;logistic;0.0001;False;(50, 50);adaptive;1000;sgd;0.7399591485408671;0.04816678555171397;0.8002495102815377;0.0062569670911782165
268;logistic;0.0001;False;(50, 50);constant;1000;sgd;0.7399591485408671;0.04816678555171397;0.8002495102815377;0.0062569670911782165
412;logistic;0.01;False;(50, 50);constant;1000;sgd;0.7399591485408671;0.04816678555171397;0.8001190920535037;0.006463441804529277
346;logistic;0.001;False;(50, 50);adaptive;1000;sgd;0.7399591485408671;0.04816678555171397;0.8002495102815377;0.0062569670911782165
200;relu;0.01;False;(50, 50);adaptive;500;sgd;0.7395632100569869;0.04831881099853228;0.8182189685584582;0.007402857906931405
202;relu;0.01;False;(50, 50);adaptive;1000;sgd;0.7395632100569869;0.04831881099853228;0.8182189685584582;0.007402857906931405
56;relu;0.0001;False;(50, 50);adaptive;500;sgd;0.7394818307817335;0.050723487986448504;0.815805373759171;0.00792154689407452
