;param_alpha;param_class_weight;param_eta0;param_fit_intercept;param_l1_ratio;param_learning_rate;param_loss;param_max_iter;param_penalty;param_tol;mean_test_score;std_test_score;mean_train_score;std_train_score
7383;0.001;balanced;1.0;True;0.5;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7382;0.001;balanced;1.0;True;0.5;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
5877;0.001;balanced;0.01;True;0.15;optimal;hinge;2000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
5876;0.001;balanced;0.01;True;0.15;optimal;hinge;2000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
5871;0.001;balanced;0.01;True;0.15;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
5870;0.001;balanced;0.01;True;0.15;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7281;0.001;balanced;1.0;True;0.3;optimal;hinge;2000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7166;0.001;balanced;1.0;True;0.15;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7167;0.001;balanced;1.0;True;0.15;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7280;0.001;balanced;1.0;True;0.3;optimal;hinge;2000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7173;0.001;balanced;1.0;True;0.15;optimal;hinge;2000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7275;0.001;balanced;1.0;True;0.3;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7274;0.001;balanced;1.0;True;0.3;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6734;0.001;balanced;0.1;True;0.5;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6092;0.001;balanced;0.01;True;0.5;optimal;hinge;2000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6524;0.001;balanced;0.1;True;0.15;optimal;hinge;2000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6627;0.001;balanced;0.1;True;0.3;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6633;0.001;balanced;0.1;True;0.3;optimal;hinge;2000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6519;0.001;balanced;0.1;True;0.15;optimal;hinge;1000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6632;0.001;balanced;0.1;True;0.3;optimal;hinge;2000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6525;0.001;balanced;0.1;True;0.15;optimal;hinge;2000;l1;0.001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
6626;0.001;balanced;0.1;True;0.3;optimal;hinge;1000;l1;0.0001;0.7035094602691137;0.05136993145609258;0.7152586341294592;0.02977312386910323
7420;0.001;balanced;1.0;True;0.5;invscaling;hinge;1000;elasticnet;0.0001;0.7004480316032919;0.033197251478240056;0.7219455430418374;0.028413019140810156
7421;0.001;balanced;1.0;True;0.5;invscaling;hinge;1000;elasticnet;0.001;0.7004480316032919;0.033197251478240056;0.7219455430418374;0.028413019140810156
7427;0.001;balanced;1.0;True;0.5;invscaling;hinge;2000;elasticnet;0.001;0.7004480316032919;0.033197251478240056;0.7219455430418374;0.028413019140810156
7426;0.001;balanced;1.0;True;0.5;invscaling;hinge;2000;elasticnet;0.0001;0.7004480316032919;0.033197251478240056;0.7219455430418374;0.028413019140810156
4688;0.001;;0.1;True;0.3;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
3926;0.001;;0.01;True;0.15;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4040;0.001;;0.01;True;0.3;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5336;0.001;;1.0;True;0.3;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5228;0.001;;1.0;True;0.15;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5330;0.001;;1.0;True;0.3;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
3932;0.001;;0.01;True;0.15;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4682;0.001;;0.1;True;0.3;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4574;0.001;;0.1;True;0.15;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5438;0.001;;1.0;True;0.5;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4580;0.001;;0.1;True;0.15;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5444;0.001;;1.0;True;0.5;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4790;0.001;;0.1;True;0.5;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5222;0.001;;1.0;True;0.15;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4142;0.001;;0.01;True;0.5;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4796;0.001;;0.1;True;0.5;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4148;0.001;;0.01;True;0.5;optimal;hinge;2000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
4034;0.001;;0.01;True;0.3;optimal;hinge;1000;l1;0.0001;0.6970674981698909;0.027403384887720858;0.7144967907806608;0.026555316835775472
5901;0.001;balanced;0.01;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
5900;0.001;balanced;0.01;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7406;0.001;balanced;1.0;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7407;0.001;balanced;1.0;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6117;0.001;balanced;0.01;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6116;0.001;balanced;0.01;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6542;0.001;balanced;0.1;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7412;0.001;balanced;1.0;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7413;0.001;balanced;1.0;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6656;0.001;balanced;0.1;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6111;0.001;balanced;0.01;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6110;0.001;balanced;0.01;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6657;0.001;balanced;0.1;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
5894;0.001;balanced;0.01;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6002;0.001;balanced;0.01;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6003;0.001;balanced;0.01;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6009;0.001;balanced;0.01;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
5895;0.001;balanced;0.01;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6008;0.001;balanced;0.01;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6543;0.001;balanced;0.1;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6759;0.001;balanced;0.1;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7197;0.001;balanced;1.0;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7196;0.001;balanced;1.0;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7191;0.001;balanced;1.0;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7190;0.001;balanced;1.0;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7298;0.001;balanced;1.0;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6548;0.001;balanced;0.1;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7299;0.001;balanced;1.0;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6758;0.001;balanced;0.1;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6549;0.001;balanced;0.1;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6764;0.001;balanced;0.1;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6765;0.001;balanced;0.1;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7304;0.001;balanced;1.0;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6651;0.001;balanced;0.1;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
6650;0.001;balanced;0.1;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
7305;0.001;balanced;1.0;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6937916366996483;0.06557468201160736;0.7065450597559044;0.05386679836749822
9242;0.01;;1.0;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8703;0.01;;0.1;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8702;0.01;;0.1;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9243;0.01;;1.0;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8709;0.01;;0.1;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9248;0.01;;1.0;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8054;0.01;;0.01;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9249;0.01;;1.0;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9357;0.01;;1.0;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9356;0.01;;1.0;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9351;0.01;;1.0;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9350;0.01;;1.0;True;0.5;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8055;0.01;;0.01;True;0.5;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8060;0.01;;0.01;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8061;0.01;;0.01;True;0.5;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7844;0.01;;0.01;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8708;0.01;;0.1;True;0.5;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7946;0.01;;0.01;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9140;0.01;;1.0;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8594;0.01;;0.1;True;0.3;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8595;0.01;;0.1;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8600;0.01;;0.1;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8601;0.01;;0.1;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9135;0.01;;1.0;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9134;0.01;;1.0;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7953;0.01;;0.01;True;0.3;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7947;0.01;;0.01;True;0.3;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7952;0.01;;0.01;True;0.3;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7838;0.01;;0.01;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7845;0.01;;0.01;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8492;0.01;;0.1;True;0.15;optimal;modified_huber;2000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8487;0.01;;0.1;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8486;0.01;;0.1;True;0.15;optimal;modified_huber;1000;l1;0.0001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
7839;0.01;;0.01;True;0.15;optimal;modified_huber;1000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
9141;0.01;;1.0;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
8493;0.01;;0.1;True;0.15;optimal;modified_huber;2000;l1;0.001;0.6930582173388494;0.041622393363197376;0.7184479028502821;0.0357895555401359
4575;0.001;;0.1;True;0.15;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4581;0.001;;0.1;True;0.15;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4035;0.001;;0.01;True;0.3;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4041;0.001;;0.01;True;0.3;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5337;0.001;;1.0;True;0.3;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4683;0.001;;0.1;True;0.3;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5439;0.001;;1.0;True;0.5;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4143;0.001;;0.01;True;0.5;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4149;0.001;;0.01;True;0.5;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5445;0.001;;1.0;True;0.5;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5331;0.001;;1.0;True;0.3;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
3927;0.001;;0.01;True;0.15;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4797;0.001;;0.1;True;0.5;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4791;0.001;;0.1;True;0.5;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
3933;0.001;;0.01;True;0.15;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5223;0.001;;1.0;True;0.15;optimal;hinge;1000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
5229;0.001;;1.0;True;0.15;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
4689;0.001;;0.1;True;0.3;optimal;hinge;2000;l1;0.001;0.6922671351934844;0.02791887387942458;0.7119860087290042;0.028258813763764025
7286;0.001;balanced;1.0;True;0.3;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6747;0.001;balanced;0.1;True;0.5;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6746;0.001;balanced;0.1;True;0.5;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6537;0.001;balanced;0.1;True;0.15;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5990;0.001;balanced;0.01;True;0.3;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5991;0.001;balanced;0.01;True;0.3;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7293;0.001;balanced;1.0;True;0.3;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7292;0.001;balanced;1.0;True;0.3;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7287;0.001;balanced;1.0;True;0.3;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6639;0.001;balanced;0.1;True;0.3;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5996;0.001;balanced;0.01;True;0.3;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5997;0.001;balanced;0.01;True;0.3;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6104;0.001;balanced;0.01;True;0.5;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6638;0.001;balanced;0.1;True;0.3;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6099;0.001;balanced;0.01;True;0.5;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6098;0.001;balanced;0.01;True;0.5;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7178;0.001;balanced;1.0;True;0.15;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7179;0.001;balanced;1.0;True;0.15;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7184;0.001;balanced;1.0;True;0.15;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7185;0.001;balanced;1.0;True;0.15;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6530;0.001;balanced;0.1;True;0.15;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6752;0.001;balanced;0.1;True;0.5;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6536;0.001;balanced;0.1;True;0.15;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6105;0.001;balanced;0.01;True;0.5;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5883;0.001;balanced;0.01;True;0.15;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5889;0.001;balanced;0.01;True;0.15;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7395;0.001;balanced;1.0;True;0.5;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6753;0.001;balanced;0.1;True;0.5;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7401;0.001;balanced;1.0;True;0.5;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5888;0.001;balanced;0.01;True;0.15;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7400;0.001;balanced;1.0;True;0.5;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6644;0.001;balanced;0.1;True;0.3;optimal;log;2000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6645;0.001;balanced;0.1;True;0.3;optimal;log;2000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
5882;0.001;balanced;0.01;True;0.15;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
7394;0.001;balanced;1.0;True;0.5;optimal;log;1000;l1;0.0001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
6531;0.001;balanced;0.1;True;0.15;optimal;log;1000;l1;0.001;0.6898923063777288;0.04438265059282683;0.7082740552174458;0.03712748724479255
