;param_bootstrap;param_class_weight;param_criterion;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;mean_test_score;std_test_score;mean_train_score;std_train_score
1883;False;balanced;entropy;10;auto;4;2;300;0.7523831111045862;0.08226486294638972;0.853798429883153;0.005368952991336889
1910;False;balanced;entropy;10;sqrt;4;2;300;0.7523831111045862;0.08226486294638972;0.853798429883153;0.005368952991336889
494;True;balanced;gini;;auto;1;10;300;0.7523689756922323;0.06390804873640092;0.9320739399763178;0.0019980746896568094
521;True;balanced;gini;;sqrt;1;10;300;0.7523689756922323;0.06390804873640092;0.9320739399763178;0.0019980746896568094
800;True;balanced;entropy;;log2;2;10;300;0.7523619813281908;0.07256400262079082;0.9087025240955908;0.00377068948048911
1521;False;balanced;gini;;log2;2;2;100;0.7523497898924056;0.058344631765244674;0.9733364991629234;0.001224378528318641
712;True;balanced;gini;10;log2;2;2;200;0.7522558323959526;0.07779404486923494;0.8517953842044333;0.004275262324237449
520;True;balanced;gini;;sqrt;1;10;200;0.7522134459089409;0.06537929388649355;0.9327516169767088;0.003014773123384447
493;True;balanced;gini;;auto;1;10;200;0.7522134459089409;0.06537929388649355;0.9327516169767088;0.003014773123384447
1906;False;balanced;entropy;10;sqrt;2;10;200;0.7521413696562467;0.08096801779961796;0.8622617791212219;0.005399343814373687
