;param_bootstrap;param_class_weight;param_criterion;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;mean_test_score;std_test_score;mean_train_score;std_train_score
951;True;balanced;entropy;10;log2;1;10;100;0.7486059158761131;0.08456320367452543;0.8458433788723589;0.004437800176498581
1676;False;balanced;gini;10;log2;1;2;300;0.7485765871524672;0.08454897316335055;0.8827901973549434;0.005181736030006449
650;True;balanced;gini;10;auto;1;2;300;0.7485242479453407;0.07722296926145518;0.8788902466992077;0.005009902684376115
677;True;balanced;gini;10;sqrt;1;2;300;0.7485242479453407;0.07722296926145518;0.8788902466992077;0.005009902684376115
902;True;balanced;entropy;10;auto;2;2;300;0.7485207557793608;0.07837442888771509;0.8548561144017981;0.006059408929895496
929;True;balanced;entropy;10;sqrt;2;2;300;0.7485207557793608;0.07837442888771509;0.8548561144017981;0.006059408929895496
959;True;balanced;entropy;10;log2;2;5;300;0.7484843691955518;0.07748876311371006;0.8460810121161322;0.004639818216134358
969;True;balanced;entropy;10;log2;4;10;100;0.7484268907463126;0.07943075310240003;0.8302299087825535;0.0041266233968173084
1903;False;balanced;entropy;10;sqrt;2;5;200;0.748417180442084;0.07949779503980493;0.8677613115346355;0.004494027465295945
1876;False;balanced;entropy;10;auto;2;5;200;0.748417180442084;0.07949779503980493;0.8677613115346355;0.004494027465295945
723;True;balanced;gini;10;log2;4;5;100;0.7484164185204372;0.07522568773029599;0.8331782729436282;0.00557357018860486
720;True;balanced;gini;10;log2;4;2;100;0.7484164185204372;0.07522568773029599;0.8331782729436282;0.00557357018860486
766;True;balanced;entropy;;sqrt;2;2;200;0.7483653179683535;0.060682763273791164;0.9395179539419946;0.003020648863646246
739;True;balanced;entropy;;auto;2;2;200;0.7483653179683535;0.060682763273791164;0.9395179539419946;0.003020648863646246
767;True;balanced;entropy;;sqrt;2;2;300;0.7483229130493708;0.06436383793580044;0.9392240944578653;0.0017064790779777446
740;True;balanced;entropy;;auto;2;2;300;0.7483229130493708;0.06436383793580044;0.9392240944578653;0.0017064790779777446
550;True;balanced;gini;;log2;2;2;200;0.7483172676425003;0.06668218494472375;0.9331297571961736;0.002429980595713017
1699;False;balanced;gini;10;log2;4;10;200;0.7483005583466966;0.07698147028428863;0.8485632128054107;0.004875471843103145
724;True;balanced;gini;10;log2;4;5;200;0.7483001672026517;0.07549059527232291;0.834475597389613;0.004909508952350803
721;True;balanced;gini;10;log2;4;2;200;0.7483001672026517;0.07549059527232291;0.834475597389613;0.004909508952350803
1941;False;balanced;entropy;10;log2;4;10;100;0.7482084182658237;0.07606418898199675;0.8437939937074995;0.004350254623276978
689;True;balanced;gini;10;sqrt;2;5;300;0.7480860241325147;0.08014671809176799;0.8587814836308091;0.006111325997813509
662;True;balanced;gini;10;auto;2;5;300;0.7480860241325147;0.08014671809176799;0.8587814836308091;0.006111325997813509
958;True;balanced;entropy;10;log2;2;5;200;0.7480830011231949;0.07477098674004619;0.8468719089052323;0.0035917247434692377
962;True;balanced;entropy;10;log2;2;10;300;0.7480745604327635;0.07874850405342089;0.8420747763725014;0.005082595291320977
900;True;balanced;entropy;10;auto;2;2;100;0.7480587755249075;0.08492702882192503;0.8518326302077343;0.005679680483502876
927;True;balanced;entropy;10;sqrt;2;2;100;0.7480587755249075;0.08492702882192503;0.8518326302077343;0.005679680483502876
1700;False;balanced;gini;10;log2;4;10;300;0.7480487878194971;0.07512678216972289;0.8481749263465396;0.004580552553261459
719;True;balanced;gini;10;log2;2;10;300;0.7480227674716813;0.078624784891053;0.8442978748495156;0.004978157372866023
1706;False;balanced;entropy;;auto;1;5;300;0.7480047698524933;0.05610512268050192;0.9937428959418296;0.0006675429899442663
1733;False;balanced;entropy;;sqrt;1;5;300;0.7480047698524933;0.05610512268050192;0.9937428959418296;0.0006675429899442663
1695;False;balanced;gini;10;log2;4;5;100;0.7479621620068281;0.07501195061208712;0.8491084916551024;0.003933029768313786
1692;False;balanced;gini;10;log2;4;2;100;0.7479621620068281;0.07501195061208712;0.8491084916551024;0.003933029768313786
915;True;balanced;entropy;10;auto;4;10;100;0.7479589802153388;0.0870597642155318;0.8369267329119875;0.005326882513391461
942;True;balanced;entropy;10;sqrt;4;10;100;0.7479589802153388;0.0870597642155318;0.8369267329119875;0.005326882513391461
914;True;balanced;entropy;10;auto;4;5;300;0.7478833161376642;0.08121044704595055;0.8403241380008517;0.0056268725840001145
941;True;balanced;entropy;10;sqrt;4;5;300;0.7478833161376642;0.08121044704595055;0.8403241380008517;0.0056268725840001145
938;True;balanced;entropy;10;sqrt;4;2;300;0.7478833161376642;0.08121044704595055;0.8403241380008517;0.0056268725840001145
911;True;balanced;entropy;10;auto;4;2;300;0.7478833161376642;0.08121044704595055;0.8403241380008517;0.0056268725840001145
901;True;balanced;entropy;10;auto;2;2;200;0.7478285211968801;0.08018308401783585;0.8542673117188553;0.005732920707826558
928;True;balanced;entropy;10;sqrt;2;2;200;0.7478285211968801;0.08018308401783585;0.8542673117188553;0.005732920707826558
971;True;balanced;entropy;10;log2;4;10;300;0.747800461478242;0.08005426138601388;0.830390582902297;0.004439406475320543
903;True;balanced;entropy;10;auto;2;5;100;0.7477363921710765;0.07734481613019464;0.8522050985249168;0.006559260182232344
930;True;balanced;entropy;10;sqrt;2;5;100;0.7477363921710765;0.07734481613019464;0.8522050985249168;0.006559260182232344
926;True;balanced;entropy;10;sqrt;1;10;300;0.7477040909715554;0.08023071632376254;0.8526113531539401;0.005752459461600199
899;True;balanced;entropy;10;auto;1;10;300;0.7477040909715554;0.08023071632376254;0.8526113531539401;0.005752459461600199
1901;False;balanced;entropy;10;sqrt;2;2;300;0.74767542513988;0.08287899029412409;0.8687466925837984;0.004437091957474286
1874;False;balanced;entropy;10;auto;2;2;300;0.74767542513988;0.08287899029412409;0.8687466925837984;0.004437091957474286
1918;False;balanced;entropy;10;log2;1;2;200;0.7476632656440088;0.08201274272107376;0.8763330964385962;0.0031470876331616948
1917;False;balanced;entropy;10;log2;1;2;100;0.7476513887213942;0.08269861496535862;0.8745898972022769;0.003431745280080036
943;True;balanced;entropy;10;sqrt;4;10;200;0.7476497240909248;0.0855540816412048;0.8391436147133815;0.005017423101626282
916;True;balanced;entropy;10;auto;4;10;200;0.7476497240909248;0.0855540816412048;0.8391436147133815;0.005017423101626282
1674;False;balanced;gini;10;log2;1;2;100;0.7476424096161094;0.08336655690466363;0.8813902769593123;0.006347119034909371
726;True;balanced;gini;10;log2;4;10;100;0.7476111391506184;0.07986034655940122;0.8316198648815885;0.005314964524087932
1902;False;balanced;entropy;10;sqrt;2;5;100;0.7475890255510971;0.07540171592897658;0.8650106144845078;0.005221698141732879
1875;False;balanced;entropy;10;auto;2;5;100;0.7475890255510971;0.07540171592897658;0.8650106144845078;0.005221698141732879
793;True;balanced;entropy;;log2;2;2;200;0.747569289682145;0.07038824278897168;0.9343414199862131;0.0018289913755419826
715;True;balanced;gini;10;log2;2;5;200;0.7473699760354207;0.08195928943505774;0.8486580438686;0.004343443068830724
1935;False;balanced;entropy;10;log2;4;2;100;0.7473568042225353;0.0747934978196907;0.8458448795699542;0.004321688062859906
1938;False;balanced;entropy;10;log2;4;5;100;0.7473568042225353;0.0747934978196907;0.8458448795699542;0.004321688062859906
947;True;balanced;entropy;10;log2;1;2;300;0.7472331469786588;0.08116709348092734;0.8640667445007141;0.003347487215082811
931;True;balanced;entropy;10;sqrt;2;5;200;0.7471056470510324;0.07866637822419037;0.8549516780801054;0.005783231916924203
904;True;balanced;entropy;10;auto;2;5;200;0.7471056470510324;0.07866637822419037;0.8549516780801054;0.005783231916924203
1767;False;balanced;entropy;;log2;2;5;100;0.7471051030620487;0.05944878672740093;0.9704928707573035;0.0013957450278214007
944;True;balanced;entropy;10;sqrt;4;10;300;0.7470674958695154;0.08312548065652435;0.839283976917611;0.005234950095054153
917;True;balanced;entropy;10;auto;4;10;300;0.7470674958695154;0.08312548065652435;0.839283976917611;0.005234950095054153
686;True;balanced;gini;10;sqrt;2;2;300;0.7469614857175005;0.08287771388920692;0.8607486927650025;0.006608728544026802
659;True;balanced;gini;10;auto;2;2;300;0.7469614857175005;0.08287771388920692;0.8607486927650025;0.006608728544026802
1488;False;balanced;gini;;sqrt;1;5;100;0.7468764776763599;0.055499159855974964;0.9932555459723371;0.0006614308100504426
1461;False;balanced;gini;;auto;1;5;100;0.7468764776763599;0.055499159855974964;0.9932555459723371;0.0006614308100504426
794;True;balanced;entropy;;log2;2;2;300;0.7468559057668551;0.06816120590239308;0.9342743205021632;0.001432338896449831
722;True;balanced;gini;10;log2;4;2;300;0.7467648636517341;0.07756565181713142;0.8355299189650104;0.0044327557877060254
725;True;balanced;gini;10;log2;4;5;300;0.7467648636517341;0.07756565181713142;0.8355299189650104;0.0044327557877060254
742;True;balanced;entropy;;auto;2;5;200;0.7467554419466176;0.06665110999076812;0.9352179891012062;0.002440422361417648
769;True;balanced;entropy;;sqrt;2;5;200;0.7467554419466176;0.06665110999076812;0.9352179891012062;0.002440422361417648
1732;False;balanced;entropy;;sqrt;1;5;200;0.7466270132257649;0.05845887810703753;0.9936628782589306;0.0007791669217075011
1705;False;balanced;entropy;;auto;1;5;200;0.7466270132257649;0.05845887810703753;0.9936628782589306;0.0007791669217075011
747;True;balanced;entropy;;auto;4;2;100;0.7466205107665069;0.0781206592468362;0.8877871229487594;0.004565097083961256
774;True;balanced;entropy;;sqrt;4;2;100;0.7466205107665069;0.0781206592468362;0.8877871229487594;0.004565097083961256
750;True;balanced;entropy;;auto;4;5;100;0.7466205107665069;0.0781206592468362;0.8877871229487594;0.004565097083961256
777;True;balanced;entropy;;sqrt;4;5;100;0.7466205107665069;0.0781206592468362;0.8877871229487594;0.004565097083961256
710;True;balanced;gini;10;log2;1;10;300;0.7465446373282661;0.08430933769031243;0.8510455129348025;0.004246951073220104
945;True;balanced;entropy;10;log2;1;2;100;0.7465354290451632;0.08153651574658274;0.8628646967559417;0.005005214938389417
727;True;balanced;gini;10;log2;4;10;200;0.7464300737652417;0.07815072153185311;0.8336864708548875;0.00502413311082669
687;True;balanced;gini;10;sqrt;2;5;100;0.7464217982390793;0.07959012782256564;0.8569613829147327;0.005954692838523114
660;True;balanced;gini;10;auto;2;5;100;0.7464217982390793;0.07959012782256564;0.8569613829147327;0.005954692838523114
551;True;balanced;gini;;log2;2;2;300;0.7463026032982453;0.07020606114327319;0.9325325863084224;0.001829961790102555
1760;False;balanced;entropy;;log2;1;5;300;0.7462833059517662;0.05915441993012169;0.9934170921158809;0.0007286713649677787
704;True;balanced;gini;10;log2;1;2;300;0.7462216262044252;0.08334981820089592;0.8706038939106728;0.0044449418927858435
706;True;balanced;gini;10;log2;1;5;200;0.7461402881947883;0.07645087623817047;0.8618023914398114;0.004419315121360815
770;True;balanced;entropy;;sqrt;2;5;300;0.746131152794818;0.06712469263123745;0.9355647464103194;0.001546036123172672
743;True;balanced;entropy;;auto;2;5;300;0.746131152794818;0.06712469263123745;0.9355647464103194;0.001546036123172672
1698;False;balanced;gini;10;log2;4;10;100;0.7461027728983026;0.07626066889789164;0.8480623548063635;0.005842272617730332
703;True;balanced;gini;10;log2;1;2;200;0.7460547359723415;0.08279035658189778;0.870658181671712;0.004735458013096007
702;True;balanced;gini;10;log2;1;2;100;0.7459720752467688;0.08383473600150826;0.8693318150242216;0.004969543302565766
918;True;balanced;entropy;10;sqrt;1;2;100;0.7459622826364509;0.08016690388860102;0.8677832576011619;0.005104352308942699
891;True;balanced;entropy;10;auto;1;2;100;0.7459622826364509;0.08016690388860102;0.8677832576011619;0.005104352308942699
966;True;balanced;entropy;10;log2;4;5;100;0.7456948901756435;0.07200405451030502;0.83117440855315;0.0042956052240414625
963;True;balanced;entropy;10;log2;4;2;100;0.7456948901756435;0.07200405451030502;0.83117440855315;0.0042956052240414625
1758;False;balanced;entropy;;log2;1;5;100;0.7456701940562048;0.057505582130671605;0.9932778823571488;0.00082854473763971
716;True;balanced;gini;10;log2;2;5;300;0.7456572942982935;0.08091831896431544;0.8492808466147885;0.004876041722377974
648;True;balanced;gini;10;auto;1;2;100;0.7456159297806474;0.07650511790014979;0.8761688951277204;0.005496233434331455
675;True;balanced;gini;10;sqrt;1;2;100;0.7456159297806474;0.07650511790014979;0.8761688951277204;0.005496233434331455
700;True;balanced;gini;10;sqrt;4;10;200;0.7455210290670212;0.08111589728581513;0.8415216603264339;0.004072314237373626
673;True;balanced;gini;10;auto;4;10;200;0.7455210290670212;0.08111589728581513;0.8415216603264339;0.004072314237373626
892;True;balanced;entropy;10;auto;1;2;200;0.7454765852681084;0.08208693499559369;0.8709424330927474;0.005837325708907009
919;True;balanced;entropy;10;sqrt;1;2;200;0.7454765852681084;0.08208693499559369;0.8709424330927474;0.005837325708907009
946;True;balanced;entropy;10;log2;1;2;200;0.7453491892558537;0.08090613082744652;0.8640736954666111;0.0040444822955208945
697;True;balanced;gini;10;sqrt;4;5;200;0.7453306875021593;0.08469659225777734;0.8431288947777217;0.005574073449578789
667;True;balanced;gini;10;auto;4;2;200;0.7453306875021593;0.08469659225777734;0.8431288947777217;0.005574073449578789
670;True;balanced;gini;10;auto;4;5;200;0.7453306875021593;0.08469659225777734;0.8431288947777217;0.005574073449578789
694;True;balanced;gini;10;sqrt;4;2;200;0.7453306875021593;0.08469659225777734;0.8431288947777217;0.005574073449578789
1517;False;balanced;gini;;log2;1;5;300;0.7453127501063818;0.05665799846569254;0.9930239863287976;0.0006252625950342938
893;True;balanced;entropy;10;auto;1;2;300;0.7451059976167737;0.08265343975811532;0.8701423464151029;0.005694128798419982
920;True;balanced;entropy;10;sqrt;1;2;300;0.7451059976167737;0.08265343975811532;0.8701423464151029;0.005694128798419982
1516;False;balanced;gini;;log2;1;5;200;0.7449943414299709;0.056318216238524045;0.9929808294027611;0.0005074753734830912
1704;False;balanced;entropy;;auto;1;5;100;0.7449438903811122;0.06570529651977368;0.9934654559844303;0.0006569830411924322
1731;False;balanced;entropy;;sqrt;1;5;100;0.7449438903811122;0.06570529651977368;0.9934654559844303;0.0006569830411924322
1689;False;balanced;gini;10;log2;2;10;100;0.7449024516175211;0.07946434360773272;0.8569561520329139;0.005465478118097505
728;True;balanced;gini;10;log2;4;10;300;0.7446686450884267;0.07780632865427532;0.8338125783282576;0.0050718922723979355
1690;False;balanced;gini;10;log2;2;10;200;0.7443779982617605;0.079127732928027;0.8582783810095101;0.005821707960447774
701;True;balanced;gini;10;sqrt;4;10;300;0.7443649508936186;0.08235708086214731;0.8420554153055603;0.004912766695324943
674;True;balanced;gini;10;auto;4;10;300;0.7443649508936186;0.08235708086214731;0.8420554153055603;0.004912766695324943
1759;False;balanced;entropy;;log2;1;5;200;0.7442583878562312;0.058001413342831556;0.9934398614883261;0.0007352159435261233
948;True;balanced;entropy;10;log2;1;5;100;0.7439399063177159;0.07868622676670763;0.8552092841143584;0.0056931018335202544
668;True;balanced;gini;10;auto;4;2;300;0.7437480252172479;0.08271400542168504;0.8446652695578457;0.005664858069306296
671;True;balanced;gini;10;auto;4;5;300;0.7437480252172479;0.08271400542168504;0.8446652695578457;0.005664858069306296
698;True;balanced;gini;10;sqrt;4;5;300;0.7437480252172479;0.08271400542168504;0.8446652695578457;0.005664858069306296
695;True;balanced;gini;10;sqrt;4;2;300;0.7437480252172479;0.08271400542168504;0.8446652695578457;0.005664858069306296
543;True;balanced;gini;;log2;1;5;100;0.7435316428102273;0.06242008645627394;0.9666701879273318;0.002994861667978774
968;True;balanced;entropy;10;log2;4;5;300;0.7434129896179329;0.08385515117189238;0.832108991786693;0.004604434130189221
965;True;balanced;entropy;10;log2;4;2;300;0.7434129896179329;0.08385515117189238;0.832108991786693;0.004604434130189221
964;True;balanced;entropy;10;log2;4;2;200;0.7433970449929029;0.08475007737885411;0.8326297187069314;0.003638852667773221
967;True;balanced;entropy;10;log2;4;5;200;0.7433970449929029;0.08475007737885411;0.8326297187069314;0.003638852667773221
786;True;balanced;entropy;;log2;1;5;100;0.7433552429602374;0.06240465120123834;0.9688137239568715;0.0022066171198711296
699;True;balanced;gini;10;sqrt;4;10;100;0.7429634551817262;0.0811860130684367;0.840993606766759;0.0046463588124314465
672;True;balanced;gini;10;auto;4;10;100;0.7429634551817262;0.0811860130684367;0.840993606766759;0.0046463588124314465
787;True;balanced;entropy;;log2;1;5;200;0.7428863324115588;0.06488885552730482;0.9691716198358067;0.0019345750219691073
544;True;balanced;gini;;log2;1;5;200;0.742800574878305;0.05994172364211698;0.967545574487518;0.00203502443434995
518;True;balanced;gini;;sqrt;1;5;300;0.7426746577721339;0.06395394349813861;0.9693228440419983;0.002100387114038182
491;True;balanced;gini;;auto;1;5;300;0.7426746577721339;0.06395394349813861;0.9693228440419983;0.002100387114038182
734;True;balanced;entropy;;auto;1;5;300;0.7418227551887874;0.06677673555562672;0.9707461315125017;0.00242177154891843
761;True;balanced;entropy;;sqrt;1;5;300;0.7418227551887874;0.06677673555562672;0.9707461315125017;0.00242177154891843
788;True;balanced;entropy;;log2;1;5;300;0.7417257001838543;0.0662081703759734;0.9696372328856091;0.002338378360216224
243;True;;entropy;;auto;1;2;100;0.741657240803393;0.05450124264307073;0.9939113184058218;0.0004895172633252405
270;True;;entropy;;sqrt;1;2;100;0.741657240803393;0.05450124264307073;0.9939113184058218;0.0004895172633252405
54;True;;gini;;log2;1;2;100;0.7412996313649768;0.05566666676971987;0.9938719403029577;0.0006342264417783061
733;True;balanced;entropy;;auto;1;5;200;0.7411210338364674;0.06822225777387828;0.9700840906445185;0.0024149428248195237
760;True;balanced;entropy;;sqrt;1;5;200;0.7411210338364674;0.06822225777387828;0.9700840906445185;0.0024149428248195237
1734;False;balanced;entropy;;sqrt;1;10;100;0.7409292572206777;0.06525222109139354;0.9771809499336088;0.0015327553926370071
1707;False;balanced;entropy;;auto;1;10;100;0.7409292572206777;0.06525222109139354;0.9771809499336088;0.0015327553926370071
545;True;balanced;gini;;log2;1;5;300;0.7408035545747161;0.062490771713861755;0.9682238950253579;0.0018589069751506497
490;True;balanced;gini;;auto;1;5;200;0.7403633754919906;0.06036070213319845;0.968755171430985;0.002855012691202347
517;True;balanced;gini;;sqrt;1;5;200;0.7403633754919906;0.06036070213319845;0.968755171430985;0.002855012691202347
1515;False;balanced;gini;;log2;1;5;100;0.7402264745055503;0.059581861009341645;0.9928909179082982;0.0006765723912016701
666;True;balanced;gini;10;auto;4;2;100;0.7398286035251193;0.08230099721580092;0.8401624529005751;0.006274510631639284
696;True;balanced;gini;10;sqrt;4;5;100;0.7398286035251193;0.08230099721580092;0.8401624529005751;0.006274510631639284
693;True;balanced;gini;10;sqrt;4;2;100;0.7398286035251193;0.08230099721580092;0.8401624529005751;0.006274510631639284
669;True;balanced;gini;10;auto;4;5;100;0.7398286035251193;0.08230099721580092;0.8401624529005751;0.006274510631639284
1249;False;;entropy;;sqrt;1;10;200;0.7397903677068964;0.06323146903542896;0.9502547098477594;0.0021803558750409734
1222;False;;entropy;;auto;1;10;200;0.7397903677068964;0.06323146903542896;0.9502547098477594;0.0021803558750409734
1006;False;;gini;;sqrt;1;10;200;0.7391683989831741;0.06515867840175471;0.9473547726360815;0.002401021350747214
979;False;;gini;;auto;1;10;200;0.7391683989831741;0.06515867840175471;0.9473547726360815;0.002401021350747214
489;True;balanced;gini;;auto;1;5;100;0.7390260031652509;0.06402290480411792;0.9666803825386461;0.0028975671043230487
516;True;balanced;gini;;sqrt;1;5;100;0.7390260031652509;0.06402290480411792;0.9666803825386461;0.0028975671043230487
248;True;;entropy;;auto;1;5;300;0.7377269069625508;0.06409328948891099;0.9432063315929902;0.004199804920897499
275;True;;entropy;;sqrt;1;5;300;0.7377269069625508;0.06409328948891099;0.9432063315929902;0.004199804920897499
301;True;;entropy;;log2;1;5;200;0.7375262316937825;0.0638484861129004;0.9395387221772016;0.003910627475779421
732;True;balanced;entropy;;auto;1;5;100;0.7373307821817976;0.06775225757889554;0.9687923317981749;0.0023942655939998684
759;True;balanced;entropy;;sqrt;1;5;100;0.7373307821817976;0.06775225757889554;0.9687923317981749;0.0023942655939998684
274;True;;entropy;;sqrt;1;5;200;0.737283366239957;0.06646519353434581;0.943070238560685;0.003963569877266398
247;True;;entropy;;auto;1;5;200;0.737283366239957;0.06646519353434581;0.943070238560685;0.003963569877266398
302;True;;entropy;;log2;1;5;300;0.7372349955219804;0.06421950996830225;0.9405945531531306;0.0036710823689034334
1247;False;;entropy;;sqrt;1;5;300;0.7372319179563496;0.06442407185840157;0.9862733764037911;0.000670550425757596
1220;False;;entropy;;auto;1;5;300;0.7372319179563496;0.06442407185840157;0.9862733764037911;0.000670550425757596
1246;False;;entropy;;sqrt;1;5;200;0.7371585617057553;0.06729651935538877;0.9862989408382683;0.0008973767209347196
1219;False;;entropy;;auto;1;5;200;0.7371585617057553;0.06729651935538877;0.9862989408382683;0.0008973767209347196
57;True;;gini;;log2;1;5;100;0.736951663481231;0.06583124643729481;0.9360845683825444;0.004791033628505903
1223;False;;entropy;;auto;1;10;300;0.7369159502190528;0.06424853641428964;0.9509659004618409;0.0022539748971368385
1250;False;;entropy;;sqrt;1;10;300;0.7369159502190528;0.06424853641428964;0.9509659004618409;0.0022539748971368385
1277;False;;entropy;;log2;1;10;300;0.7366629896616717;0.06634797449438623;0.9481746986117507;0.0028686744376280426
1221;False;;entropy;;auto;1;10;100;0.7364306192072353;0.06518604440055265;0.9505670823729769;0.0031476871003881827
1248;False;;entropy;;sqrt;1;10;100;0.7364306192072353;0.06518604440055265;0.9505670823729769;0.0031476871003881827
300;True;;entropy;;log2;1;5;100;0.7361953282581215;0.06244150583240173;0.9402826744183972;0.00406118459996207
276;True;;entropy;;sqrt;1;10;100;0.7361808384303069;0.06341332687398779;0.8932935970392817;0.005750256978433321
249;True;;entropy;;auto;1;10;100;0.7361808384303069;0.06341332687398779;0.8932935970392817;0.005750256978433321
31;True;;gini;;sqrt;1;5;200;0.7361305053622887;0.06870118144428346;0.9392635582665655;0.0036327535127239382
4;True;;gini;;auto;1;5;200;0.7361305053622887;0.06870118144428346;0.9392635582665655;0.0036327535127239382
1029;False;;gini;;log2;1;5;100;0.7360914020359293;0.0614840501224474;0.9818531791009153;0.0016478195501750225
245;True;;entropy;;auto;1;2;300;0.7359402760245788;0.0627487211142146;0.9939457703180434;0.0004720578327428812
272;True;;entropy;;sqrt;1;2;300;0.7359402760245788;0.0627487211142146;0.9939457703180434;0.0004720578327428812
55;True;;gini;;log2;1;2;200;0.7359173271722884;0.0579048038665885;0.9938248597493896;0.0004013684257302491
1032;False;;gini;;log2;1;10;100;0.7355039795487015;0.06705541745934313;0.9441507577942199;0.003463876138261681
32;True;;gini;;sqrt;1;5;300;0.7354850065311697;0.0702151128201012;0.9395698971156031;0.00470949141117887
5;True;;gini;;auto;1;5;300;0.7354850065311697;0.0702151128201012;0.9395698971156031;0.00470949141117887
1034;False;;gini;;log2;1;10;300;0.73542116344286;0.06753040505387176;0.9443538658638648;0.0027256989553777304
246;True;;entropy;;auto;1;5;100;0.7352006929736878;0.06279640188514997;0.9439086657316406;0.004516883795315377
273;True;;entropy;;sqrt;1;5;100;0.7352006929736878;0.06279640188514997;0.9439086657316406;0.004516883795315377
59;True;;gini;;log2;1;5;300;0.7348437250237758;0.06530240938192042;0.9364665983888182;0.004139506952225578
58;True;;gini;;log2;1;5;200;0.7347923710771556;0.06353139008344287;0.9373907113122618;0.004612372520486237
1269;False;;entropy;;log2;1;2;100;0.7345021931191533;0.05943832559020637;0.995950635832403;0.0003045478673218769
298;True;;entropy;;log2;1;2;200;0.734451755977408;0.061301655420965113;0.9937896221909923;0.00042006154094446934
30;True;;gini;;sqrt;1;5;100;0.7344105964710894;0.06995601471262496;0.9383695934368959;0.003436547019023048
3;True;;gini;;auto;1;5;100;0.7344105964710894;0.06995601471262496;0.9383695934368959;0.003436547019023048
1257;False;;entropy;;sqrt;2;10;100;0.7343767402980608;0.07029458524878146;0.9107505941438268;0.006685566651372609
1230;False;;entropy;;auto;2;10;100;0.7343767402980608;0.07029458524878146;0.9107505941438268;0.006685566651372609
1033;False;;gini;;log2;1;10;200;0.7342920465953544;0.06642457646413961;0.943940437404577;0.0030266336701064806
1038;False;;gini;;log2;2;5;100;0.734225492778004;0.06768286163112205;0.9286865140622593;0.004238256656619291
7;True;;gini;;auto;1;10;200;0.7342158001645058;0.06457760531013618;0.8885587373454282;0.008334248229524726
34;True;;gini;;sqrt;1;10;200;0.7342158001645058;0.06457760531013618;0.8885587373454282;0.008334248229524726
1274;False;;entropy;;log2;1;5;300;0.7341428490695632;0.06674535608785236;0.9854131306406894;0.001237240113150096
251;True;;entropy;;auto;1;10;300;0.7339871897318897;0.06094213432100186;0.8954701963755565;0.0062566566582084706
278;True;;entropy;;sqrt;1;10;300;0.7339871897318897;0.06094213432100186;0.8954701963755565;0.0062566566582084706
1279;False;;entropy;;log2;2;2;200;0.733847927187695;0.06656780428449154;0.937910975029378;0.0034609139167835422
1282;False;;entropy;;log2;2;5;200;0.7337576890492633;0.06902029176907536;0.930146324211961;0.004833977879140277
271;True;;entropy;;sqrt;1;2;200;0.7336464408739692;0.0608903938979474;0.9938605325159472;0.00044907416782996454
244;True;;entropy;;auto;1;2;200;0.7336464408739692;0.0608903938979474;0.9938605325159472;0.00044907416782996454
1002;False;;gini;;sqrt;1;5;100;0.7334124239682603;0.06854877342931778;0.9822117718309936;0.0016250852489507232
975;False;;gini;;auto;1;5;100;0.7334124239682603;0.06854877342931778;0.9822117718309936;0.0016250852489507232
541;True;balanced;gini;;log2;1;2;200;0.7333071754289511;0.06170888626365184;0.9955222775850846;0.0005947420959211281
757;True;balanced;entropy;;sqrt;1;2;200;0.7332715658502387;0.05794870742691969;0.9955232329683064;0.0005053772365660485
730;True;balanced;entropy;;auto;1;2;200;0.7332715658502387;0.05794870742691969;0.9955232329683064;0.0005053772365660485
784;True;balanced;entropy;;log2;1;2;200;0.7332705763430036;0.05767075075127067;0.995485998384409;0.0005856714903071861
978;False;;gini;;auto;1;10;100;0.7332617469679714;0.06908379054821377;0.9465212815698353;0.0028076092448669
1005;False;;gini;;sqrt;1;10;100;0.7332617469679714;0.06908379054821377;0.9465212815698353;0.0028076092448669
1283;False;;entropy;;log2;2;5;300;0.7332533183239115;0.06962504760633541;0.9310203662542833;0.004414095705561047
1275;False;;entropy;;log2;1;10;100;0.7332224390637743;0.062002517503149224;0.9478402535168848;0.0036717939961831867
540;True;balanced;gini;;log2;1;2;100;0.7332222773694805;0.05881172430539234;0.9953192746470606;0.0006224371710273855
783;True;balanced;entropy;;log2;1;2;100;0.7331019735597626;0.05675023830176955;0.9953063461320788;0.0006196890087963712
486;True;balanced;gini;;auto;1;2;100;0.7330262684678136;0.0562338731872751;0.9952464331771242;0.0005772931915493258
513;True;balanced;gini;;sqrt;1;2;100;0.7330262684678136;0.0562338731872751;0.9952464331771242;0.0005772931915493258
980;False;;gini;;auto;1;10;300;0.7329884450174038;0.06961692467092818;0.9470328739925786;0.002315376258299412
1007;False;;gini;;sqrt;1;10;300;0.7329884450174038;0.06961692467092818;0.9470328739925786;0.002315376258299412
1224;False;;entropy;;auto;2;2;100;0.7329750781317186;0.06582391037018274;0.9442995466282247;0.0029917810252349524
1251;False;;entropy;;sqrt;2;2;100;0.7329750781317186;0.06582391037018274;0.9442995466282247;0.0029917810252349524
1040;False;;gini;;log2;2;5;300;0.7329634736172214;0.07138537990952908;0.9290559270816672;0.004569779630620898
1232;False;;entropy;;auto;2;10;300;0.7329125816905009;0.06615837462219995;0.9111370003948794;0.0067330983686748344
1259;False;;entropy;;sqrt;2;10;300;0.7329125816905009;0.06615837462219995;0.9111370003948794;0.0067330983686748344
