;param_activation;param_alpha;param_early_stopping;param_hidden_layer_sizes;param_learning_rate;param_max_iter;param_solver;mean_test_score;std_test_score;mean_train_score;std_train_score
271;logistic;0.0001;False;(50, 50);adaptive;200;adam;0.756592698060883;0.045325850209750676;0.8607270456769138;0.023129764612284807
265;logistic;0.0001;False;(50, 50);constant;200;adam;0.756592698060883;0.045325850209750676;0.8607270456769138;0.023129764612284807
183;relu;0.01;False;(100,);constant;500;adam;0.755893475258337;0.05948525488317901;0.8407314502519693;0.03074599802327553
191;relu;0.01;False;(100,);adaptive;1000;adam;0.755893475258337;0.05948525488317901;0.8407314502519693;0.03074599802327553
185;relu;0.01;False;(100,);constant;1000;adam;0.755893475258337;0.05948525488317901;0.8407314502519693;0.03074599802327553
189;relu;0.01;False;(100,);adaptive;500;adam;0.755893475258337;0.05948525488317901;0.8407314502519693;0.03074599802327553
339;logistic;0.001;False;(50, 50);constant;500;adam;0.755657076366521;0.0382889543675486;0.9019310568798529;0.042721556729128765
345;logistic;0.001;False;(50, 50);adaptive;500;adam;0.755657076366521;0.0382889543675486;0.9019310568798529;0.042721556729128765
115;relu;0.001;False;(100,);adaptive;200;adam;0.7554775076804698;0.05680595247187674;0.8389655560668852;0.02823895084989512
109;relu;0.001;False;(100,);constant;200;adam;0.7554775076804698;0.05680595247187674;0.8389655560668852;0.02823895084989512
355;logistic;0.001;False;(50, 100, 50);adaptive;200;adam;0.7552522661270002;0.05238450234521504;0.8783899926131837;0.027537511399721756
349;logistic;0.001;False;(50, 100, 50);constant;200;adam;0.7552522661270002;0.05238450234521504;0.8783899926131837;0.027537511399721756
49;relu;0.0001;False;(50, 50);constant;200;adam;0.7548875877162622;0.04640201398528977;0.8577495721531324;0.03145444583034371
55;relu;0.0001;False;(50, 50);adaptive;200;adam;0.7548875877162622;0.04640201398528977;0.8577495721531324;0.03145444583034371
343;logistic;0.001;False;(50, 50);adaptive;200;adam;0.7547741334709054;0.04364105089952577;0.8610632157473284;0.023917765276651553
337;logistic;0.001;False;(50, 50);constant;200;adam;0.7547741334709054;0.04364105089952577;0.8610632157473284;0.023917765276651553
331;logistic;0.001;False;(100,);adaptive;200;adam;0.7546657964726121;0.049758201409279466;0.8442025894550822;0.01973263608470473
325;logistic;0.001;False;(100,);constant;200;adam;0.7546657964726121;0.049758201409279466;0.8442025894550822;0.01973263608470473
351;logistic;0.001;False;(50, 100, 50);constant;500;adam;0.7546048536156343;0.05295188702078959;0.8912440677491688;0.03494360269042335
353;logistic;0.001;False;(50, 100, 50);constant;1000;adam;0.7546048536156343;0.05295188702078959;0.8912440677491688;0.03494360269042335
357;logistic;0.001;False;(50, 100, 50);adaptive;500;adam;0.7546048536156343;0.05295188702078959;0.8912440677491688;0.03494360269042335
359;logistic;0.001;False;(50, 100, 50);adaptive;1000;adam;0.7546048536156343;0.05295188702078959;0.8912440677491688;0.03494360269042335
195;relu;0.01;False;(50, 50);constant;500;adam;0.7545503387669396;0.04094493100429485;0.8493171173675662;0.03853619693672565
197;relu;0.01;False;(50, 50);constant;1000;adam;0.7545503387669396;0.04094493100429485;0.8493171173675662;0.03853619693672565
201;relu;0.01;False;(50, 50);adaptive;500;adam;0.7545503387669396;0.04094493100429485;0.8493171173675662;0.03853619693672565
203;relu;0.01;False;(50, 50);adaptive;1000;adam;0.7545503387669396;0.04094493100429485;0.8493171173675662;0.03853619693672565
193;relu;0.01;False;(50, 50);constant;200;adam;0.7541869666739164;0.04100236485297592;0.8495425869773104;0.038802572018111096
199;relu;0.01;False;(50, 50);adaptive;200;adam;0.7541869666739164;0.04100236485297592;0.8495425869773104;0.038802572018111096
259;logistic;0.0001;False;(100,);adaptive;200;adam;0.7541263145366903;0.051201208214392654;0.8463052812729852;0.017487862092808126
253;logistic;0.0001;False;(100,);constant;200;adam;0.7541263145366903;0.051201208214392654;0.8463052812729852;0.017487862092808126
341;logistic;0.001;False;(50, 50);constant;1000;adam;0.7540859130389275;0.03877222311479073;0.9030859507910829;0.04436899701549647
347;logistic;0.001;False;(50, 50);adaptive;1000;adam;0.7540859130389275;0.03877222311479073;0.9030859507910829;0.04436899701549647
57;relu;0.0001;False;(50, 50);adaptive;500;adam;0.7540857135510063;0.04484905474452333;0.8569585849249991;0.030662544808883807
51;relu;0.0001;False;(50, 50);constant;500;adam;0.7540857135510063;0.04484905474452333;0.8569585849249991;0.030662544808883807
53;relu;0.0001;False;(50, 50);constant;1000;adam;0.7540857135510063;0.04484905474452333;0.8569585849249991;0.030662544808883807
59;relu;0.0001;False;(50, 50);adaptive;1000;adam;0.7540857135510063;0.04484905474452333;0.8569585849249991;0.030662544808883807
127;relu;0.001;False;(50, 50);adaptive;200;adam;0.7540658228634889;0.04484979845674534;0.8464391945360058;0.04173678807653971
121;relu;0.001;False;(50, 50);constant;200;adam;0.7540658228634889;0.04484979845674534;0.8464391945360058;0.04173678807653971
541;tanh;0.001;False;(100,);constant;200;adam;0.753813466343303;0.04298035896689944;0.885243770399722;0.024975942287630632
547;tanh;0.001;False;(100,);adaptive;200;adam;0.753813466343303;0.04298035896689944;0.885243770399722;0.024975942287630632
407;logistic;0.01;False;(100,);adaptive;1000;adam;0.753730894911161;0.05806964722279924;0.8688863234982953;0.04299334309085997
401;logistic;0.01;False;(100,);constant;1000;adam;0.753730894911161;0.05806964722279924;0.8688863234982953;0.04299334309085997
415;logistic;0.01;False;(50, 50);adaptive;200;adam;0.753495283965237;0.04775047912342752;0.8529250354483464;0.028003777215996256
409;logistic;0.01;False;(50, 50);constant;200;adam;0.753495283965237;0.04775047912342752;0.8529250354483464;0.028003777215996256
335;logistic;0.001;False;(100,);adaptive;1000;adam;0.7523398099354951;0.05024963941470095;0.9057157334854539;0.05026537293891011
329;logistic;0.001;False;(100,);constant;1000;adam;0.7523398099354951;0.05024963941470095;0.9057157334854539;0.05026537293891011
621;tanh;0.01;False;(100,);adaptive;500;adam;0.7521269427626618;0.04142839058671644;0.9124617519286176;0.04474468736616543
615;tanh;0.01;False;(100,);constant;500;adam;0.7521269427626618;0.04142839058671644;0.9124617519286176;0.04474468736616543
327;logistic;0.001;False;(100,);constant;500;adam;0.7513531470924691;0.04796007540571996;0.8827363665164508;0.036216484653657725
333;logistic;0.001;False;(100,);adaptive;500;adam;0.7513531470924691;0.04796007540571996;0.8827363665164508;0.036216484653657725
623;tanh;0.01;False;(100,);adaptive;1000;adam;0.7511131346231269;0.04238923990271027;0.9138314945341846;0.045753789458276906
617;tanh;0.01;False;(100,);constant;1000;adam;0.7511131346231269;0.04238923990271027;0.9138314945341846;0.045753789458276906
431;logistic;0.01;False;(50, 100, 50);adaptive;1000;adam;0.7508855352598466;0.04420802050243652;0.8826645597231243;0.043355807543270695
429;logistic;0.01;False;(50, 100, 50);adaptive;500;adam;0.7508855352598466;0.04420802050243652;0.8826645597231243;0.043355807543270695
425;logistic;0.01;False;(50, 100, 50);constant;1000;adam;0.7508855352598466;0.04420802050243652;0.8826645597231243;0.043355807543270695
423;logistic;0.01;False;(50, 100, 50);constant;500;adam;0.7508855352598466;0.04420802050243652;0.8826645597231243;0.043355807543270695
543;tanh;0.001;False;(100,);constant;500;adam;0.7508732095044839;0.039620686951748356;0.9240581292224558;0.0430200202117474
549;tanh;0.001;False;(100,);adaptive;500;adam;0.7508732095044839;0.039620686951748356;0.9240581292224558;0.0430200202117474
141;relu;0.001;False;(50, 100, 50);adaptive;500;adam;0.7501954446274709;0.03332069990562618;0.8729273690913194;0.04783026382258003
137;relu;0.001;False;(50, 100, 50);constant;1000;adam;0.7501954446274709;0.03332069990562618;0.8729273690913194;0.04783026382258003
135;relu;0.001;False;(50, 100, 50);constant;500;adam;0.7501954446274709;0.03332069990562618;0.8729273690913194;0.04783026382258003
143;relu;0.001;False;(50, 100, 50);adaptive;1000;adam;0.7501954446274709;0.03332069990562618;0.8729273690913194;0.04783026382258003
469;tanh;0.0001;False;(100,);constant;200;adam;0.7501463626015561;0.046847243278348986;0.8861536569641247;0.024141799577009865
475;tanh;0.0001;False;(100,);adaptive;200;adam;0.7501463626015561;0.046847243278348986;0.8861536569641247;0.024141799577009865
477;tanh;0.0001;False;(100,);adaptive;500;adam;0.7501222808625886;0.045264365121469724;0.9236907580329883;0.04194642643685686
471;tanh;0.0001;False;(100,);constant;500;adam;0.7501222808625886;0.045264365121469724;0.9236907580329883;0.04194642643685686
281;logistic;0.0001;False;(50, 100, 50);constant;1000;adam;0.750038412356189;0.0502998611223436;0.889736661793308;0.030496070820398794
279;logistic;0.0001;False;(50, 100, 50);constant;500;adam;0.750038412356189;0.0502998611223436;0.889736661793308;0.030496070820398794
285;logistic;0.0001;False;(50, 100, 50);adaptive;500;adam;0.750038412356189;0.0502998611223436;0.889736661793308;0.030496070820398794
287;logistic;0.0001;False;(50, 100, 50);adaptive;1000;adam;0.750038412356189;0.0502998611223436;0.889736661793308;0.030496070820398794
421;logistic;0.01;False;(50, 100, 50);constant;200;adam;0.7495317531478367;0.04657466690386545;0.8700736875231335;0.036255237010732015
427;logistic;0.01;False;(50, 100, 50);adaptive;200;adam;0.7495317531478367;0.04657466690386545;0.8700736875231335;0.036255237010732015
125;relu;0.001;False;(50, 50);constant;1000;adam;0.7494777780710778;0.04038744626001301;0.8449014186846269;0.043171133197581646
123;relu;0.001;False;(50, 50);constant;500;adam;0.7494777780710778;0.04038744626001301;0.8449014186846269;0.043171133197581646
129;relu;0.001;False;(50, 50);adaptive;500;adam;0.7494777780710778;0.04038744626001301;0.8449014186846269;0.043171133197581646
131;relu;0.001;False;(50, 50);adaptive;1000;adam;0.7494777780710778;0.04038744626001301;0.8449014186846269;0.043171133197581646
419;logistic;0.01;False;(50, 50);adaptive;1000;adam;0.7494607532921316;0.04383069304320722;0.8764865704520808;0.03918412167273559
417;logistic;0.01;False;(50, 50);adaptive;500;adam;0.7494607532921316;0.04383069304320722;0.8764865704520808;0.03918412167273559
413;logistic;0.01;False;(50, 50);constant;1000;adam;0.7494607532921316;0.04383069304320722;0.8764865704520808;0.03918412167273559
411;logistic;0.01;False;(50, 50);constant;500;adam;0.7494607532921316;0.04383069304320722;0.8764865704520808;0.03918412167273559
397;logistic;0.01;False;(100,);constant;200;adam;0.7491691528654776;0.05782883727984926;0.8356894672942946;0.02415978312606841
403;logistic;0.01;False;(100,);adaptive;200;adam;0.7491691528654776;0.05782883727984926;0.8356894672942946;0.02415978312606841
619;tanh;0.01;False;(100,);adaptive;200;adam;0.7487165766249948;0.04270737351907063;0.8784437287420772;0.02940769265539187
613;tanh;0.01;False;(100,);constant;200;adam;0.7487165766249948;0.04270737351907063;0.8784437287420772;0.02940769265539187
399;logistic;0.01;False;(100,);constant;500;adam;0.7484248066837533;0.05388065209272816;0.8649259104306013;0.03961612943742908
405;logistic;0.01;False;(100,);adaptive;500;adam;0.7484248066837533;0.05388065209272816;0.8649259104306013;0.03961612943742908
133;relu;0.001;False;(50, 100, 50);constant;200;adam;0.748182021808679;0.03332453737032811;0.8711936322589409;0.04523911240206793
139;relu;0.001;False;(50, 100, 50);adaptive;200;adam;0.748182021808679;0.03332453737032811;0.8711936322589409;0.04523911240206793
283;logistic;0.0001;False;(50, 100, 50);adaptive;200;adam;0.7474834864008353;0.051487222447399526;0.8803426320773117;0.024336446681232967
277;logistic;0.0001;False;(50, 100, 50);constant;200;adam;0.7474834864008353;0.051487222447399526;0.8803426320773117;0.024336446681232967
479;tanh;0.0001;False;(100,);adaptive;1000;adam;0.746606450241348;0.044768593822268665;0.9338051687039164;0.048940762724157226
473;tanh;0.0001;False;(100,);constant;1000;adam;0.746606450241348;0.044768593822268665;0.9338051687039164;0.048940762724157226
545;tanh;0.001;False;(100,);constant;1000;adam;0.7445211998842758;0.040650180950569416;0.9322562521062501;0.04827339966754277
551;tanh;0.001;False;(100,);adaptive;1000;adam;0.7445211998842758;0.040650180950569416;0.9322562521062501;0.04827339966754277
61;relu;0.0001;False;(50, 100, 50);constant;200;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
65;relu;0.0001;False;(50, 100, 50);constant;1000;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
63;relu;0.0001;False;(50, 100, 50);constant;500;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
67;relu;0.0001;False;(50, 100, 50);adaptive;200;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
69;relu;0.0001;False;(50, 100, 50);adaptive;500;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
71;relu;0.0001;False;(50, 100, 50);adaptive;1000;adam;0.7441415579728302;0.05065165495954884;0.8582792509088284;0.04688940615581437
207;relu;0.01;False;(50, 100, 50);constant;500;adam;0.7431794357885904;0.05418915411204719;0.861458398810486;0.05826721530424624
215;relu;0.01;False;(50, 100, 50);adaptive;1000;adam;0.7431794357885904;0.05418915411204719;0.861458398810486;0.05826721530424624
213;relu;0.01;False;(50, 100, 50);adaptive;500;adam;0.7431794357885904;0.05418915411204719;0.861458398810486;0.05826721530424624
209;relu;0.01;False;(50, 100, 50);constant;1000;adam;0.7431794357885904;0.05418915411204719;0.861458398810486;0.05826721530424624
493;tanh;0.0001;False;(50, 100, 50);constant;200;adam;0.7425476041312454;0.04141717929960911;0.8932117281868047;0.04282874894230358
499;tanh;0.0001;False;(50, 100, 50);adaptive;200;adam;0.7425476041312454;0.04141717929960911;0.8932117281868047;0.04282874894230358
571;tanh;0.001;False;(50, 100, 50);adaptive;200;adam;0.7419982515156194;0.041967869989344785;0.8913096419015891;0.04347578959517039
565;tanh;0.001;False;(50, 100, 50);constant;200;adam;0.7419982515156194;0.041967869989344785;0.8913096419015891;0.04347578959517039
211;relu;0.01;False;(50, 100, 50);adaptive;200;adam;0.7418957657549203;0.05276998018443931;0.8613251408150061;0.05814474301361825
205;relu;0.01;False;(50, 100, 50);constant;200;adam;0.7418957657549203;0.05276998018443931;0.8613251408150061;0.05814474301361825
647;tanh;0.01;False;(50, 100, 50);adaptive;1000;adam;0.7417186930657307;0.04505105405641422;0.902504016255314;0.044805633099466245
639;tanh;0.01;False;(50, 100, 50);constant;500;adam;0.7417186930657307;0.04505105405641422;0.902504016255314;0.044805633099466245
641;tanh;0.01;False;(50, 100, 50);constant;1000;adam;0.7417186930657307;0.04505105405641422;0.902504016255314;0.044805633099466245
645;tanh;0.01;False;(50, 100, 50);adaptive;500;adam;0.7417186930657307;0.04505105405641422;0.902504016255314;0.044805633099466245
637;tanh;0.01;False;(50, 100, 50);constant;200;adam;0.7408546121906241;0.04669897828321526;0.9016935235054996;0.04493496270392168
643;tanh;0.01;False;(50, 100, 50);adaptive;200;adam;0.7408546121906241;0.04669897828321526;0.9016935235054996;0.04493496270392168
575;tanh;0.001;False;(50, 100, 50);adaptive;1000;adam;0.7399247789092477;0.04543308458212016;0.8978971309273058;0.048462764948505196
567;tanh;0.001;False;(50, 100, 50);constant;500;adam;0.7399247789092477;0.04543308458212016;0.8978971309273058;0.048462764948505196
569;tanh;0.001;False;(50, 100, 50);constant;1000;adam;0.7399247789092477;0.04543308458212016;0.8978971309273058;0.048462764948505196
573;tanh;0.001;False;(50, 100, 50);adaptive;500;adam;0.7399247789092477;0.04543308458212016;0.8978971309273058;0.048462764948505196
631;tanh;0.01;False;(50, 50);adaptive;200;adam;0.7369963392073499;0.04677048142252082;0.907103286976005;0.041324817998354114
625;tanh;0.01;False;(50, 50);constant;200;adam;0.7369963392073499;0.04677048142252082;0.907103286976005;0.041324817998354114
501;tanh;0.0001;False;(50, 100, 50);adaptive;500;adam;0.7359528342972113;0.04372418073465067;0.9024285812468845;0.05024846648600945
503;tanh;0.0001;False;(50, 100, 50);adaptive;1000;adam;0.7359528342972113;0.04372418073465067;0.9024285812468845;0.05024846648600945
497;tanh;0.0001;False;(50, 100, 50);constant;1000;adam;0.7359528342972113;0.04372418073465067;0.9024285812468845;0.05024846648600945
495;tanh;0.0001;False;(50, 100, 50);constant;500;adam;0.7359528342972113;0.04372418073465067;0.9024285812468845;0.05024846648600945
555;tanh;0.001;False;(50, 50);constant;500;adam;0.7359227177466814;0.04067258947076696;0.9277734644042848;0.04392687416126049
561;tanh;0.001;False;(50, 50);adaptive;500;adam;0.7359227177466814;0.04067258947076696;0.9277734644042848;0.04392687416126049
563;tanh;0.001;False;(50, 50);adaptive;1000;adam;0.7359227177466814;0.04067258947076696;0.9277734644042848;0.04392687416126049
557;tanh;0.001;False;(50, 50);constant;1000;adam;0.7359227177466814;0.04067258947076696;0.9277734644042848;0.04392687416126049
149;relu;0.01;True;(100,);constant;1000;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
145;relu;0.01;True;(100,);constant;200;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
151;relu;0.01;True;(100,);adaptive;200;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
147;relu;0.01;True;(100,);constant;500;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
153;relu;0.01;True;(100,);adaptive;500;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
155;relu;0.01;True;(100,);adaptive;1000;adam;0.7357946641434852;0.04829275201358362;0.7903845561558223;0.01747574784076079
553;tanh;0.001;False;(50, 50);constant;200;adam;0.734882385473039;0.046856849877405626;0.913047357356762;0.038551307135758654
559;tanh;0.001;False;(50, 50);adaptive;200;adam;0.734882385473039;0.046856849877405626;0.913047357356762;0.038551307135758654
491;tanh;0.0001;False;(50, 50);adaptive;1000;adam;0.7341175406689298;0.04677515464295249;0.9276966223889545;0.04295172481257128
483;tanh;0.0001;False;(50, 50);constant;500;adam;0.7341175406689298;0.04677515464295249;0.9276966223889545;0.04295172481257128
485;tanh;0.0001;False;(50, 50);constant;1000;adam;0.7341175406689298;0.04677515464295249;0.9276966223889545;0.04295172481257128
489;tanh;0.0001;False;(50, 50);adaptive;500;adam;0.7341175406689298;0.04677515464295249;0.9276966223889545;0.04295172481257128
487;tanh;0.0001;False;(50, 50);adaptive;200;adam;0.7330664784847538;0.04476330832377784;0.9147942778496043;0.036500618950212886
481;tanh;0.0001;False;(50, 50);constant;200;adam;0.7330664784847538;0.04476330832377784;0.9147942778496043;0.036500618950212886
627;tanh;0.01;False;(50, 50);constant;500;adam;0.7329928861177538;0.04328578367222878;0.9203170407255303;0.04946876702686989
635;tanh;0.01;False;(50, 50);adaptive;1000;adam;0.7329928861177538;0.04328578367222878;0.9203170407255303;0.04946876702686989
633;tanh;0.01;False;(50, 50);adaptive;500;adam;0.7329928861177538;0.04328578367222878;0.9203170407255303;0.04946876702686989
629;tanh;0.01;False;(50, 50);constant;1000;adam;0.7329928861177538;0.04328578367222878;0.9203170407255303;0.04946876702686989
7;relu;0.0001;True;(100,);adaptive;200;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
11;relu;0.0001;True;(100,);adaptive;1000;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
9;relu;0.0001;True;(100,);adaptive;500;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
3;relu;0.0001;True;(100,);constant;500;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
5;relu;0.0001;True;(100,);constant;1000;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
1;relu;0.0001;True;(100,);constant;200;adam;0.7286138985093237;0.04395907712505202;0.7857675793378165;0.021634035958266986
83;relu;0.001;True;(100,);adaptive;1000;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
81;relu;0.001;True;(100,);adaptive;500;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
73;relu;0.001;True;(100,);constant;200;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
75;relu;0.001;True;(100,);constant;500;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
77;relu;0.001;True;(100,);constant;1000;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
79;relu;0.001;True;(100,);adaptive;200;adam;0.7282151474367574;0.045678273470580594;0.7836957199127285;0.02175066847572236
227;logistic;0.0001;True;(100,);adaptive;1000;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
225;logistic;0.0001;True;(100,);adaptive;500;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
217;logistic;0.0001;True;(100,);constant;200;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
223;logistic;0.0001;True;(100,);adaptive;200;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
219;logistic;0.0001;True;(100,);constant;500;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
221;logistic;0.0001;True;(100,);constant;1000;adam;0.7196618391389579;0.07648801821918785;0.7754505814020095;0.022837831574328185
293;logistic;0.001;True;(100,);constant;1000;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
291;logistic;0.001;True;(100,);constant;500;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
289;logistic;0.001;True;(100,);constant;200;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
299;logistic;0.001;True;(100,);adaptive;1000;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
295;logistic;0.001;True;(100,);adaptive;200;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
297;logistic;0.001;True;(100,);adaptive;500;adam;0.7184603685820093;0.06954734922376497;0.7733070636376979;0.01987902485823754
365;logistic;0.01;True;(100,);constant;1000;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
371;logistic;0.01;True;(100,);adaptive;1000;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
369;logistic;0.01;True;(100,);adaptive;500;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
367;logistic;0.01;True;(100,);adaptive;200;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
361;logistic;0.01;True;(100,);constant;200;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
363;logistic;0.01;True;(100,);constant;500;adam;0.714928242689798;0.06942053497806992;0.7713584700953451;0.02460684960964765
120;relu;0.001;False;(50, 50);constant;200;sgd;0.7146812869312363;0.0595728592540083;0.7715247111278198;0.023384259416306327
502;tanh;0.0001;False;(50, 100, 50);adaptive;1000;sgd;0.7140097217167227;0.061936886446478254;0.7878673785750308;0.027009937276076642
484;tanh;0.0001;False;(50, 50);constant;1000;sgd;0.7137886205808245;0.04512517509910826;0.7803619389839526;0.018989853747349707
482;tanh;0.0001;False;(50, 50);constant;500;sgd;0.7137886205808245;0.04512517509910826;0.7803619389839526;0.018989853747349707
500;tanh;0.0001;False;(50, 100, 50);adaptive;500;sgd;0.7135510061203926;0.06165939176322382;0.7880491967568489;0.027208741890614844
303;logistic;0.001;True;(50, 50);constant;500;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
301;logistic;0.001;True;(50, 50);constant;200;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
307;logistic;0.001;True;(50, 50);adaptive;200;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
305;logistic;0.001;True;(50, 50);constant;1000;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
311;logistic;0.001;True;(50, 50);adaptive;1000;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
309;logistic;0.001;True;(50, 50);adaptive;500;adam;0.7132854834325678;0.06842662656949142;0.7647078699655895;0.044721483380206956
128;relu;0.001;False;(50, 50);adaptive;500;sgd;0.7124026209634032;0.05561762431136901;0.7809267286683915;0.015093330118469882
130;relu;0.001;False;(50, 50);adaptive;1000;sgd;0.7124026209634032;0.05561762431136901;0.7809267286683915;0.015093330118469882
124;relu;0.001;False;(50, 50);constant;1000;sgd;0.7122014425474555;0.05854889888851407;0.7632391661746791;0.020649393601889145
122;relu;0.001;False;(50, 50);constant;500;sgd;0.7122014425474555;0.05854889888851407;0.7632391661746791;0.020649393601889145
58;relu;0.0001;False;(50, 50);adaptive;1000;sgd;0.7119906885631186;0.061963063846667235;0.7823715605745349;0.01345987709262789
56;relu;0.0001;False;(50, 50);adaptive;500;sgd;0.7119906885631186;0.061963063846667235;0.7823715605745349;0.01345987709262789
126;relu;0.001;False;(50, 50);adaptive;200;sgd;0.7118113295633988;0.04627118542020864;0.7782204516913541;0.013676784002687258
554;tanh;0.001;False;(50, 50);constant;500;sgd;0.7112784785929949;0.04765947568303973;0.7796420070996697;0.020899907377268604
556;tanh;0.001;False;(50, 50);constant;1000;sgd;0.7112784785929949;0.04765947568303973;0.7796420070996697;0.020899907377268604
646;tanh;0.01;False;(50, 100, 50);adaptive;1000;sgd;0.7106557233759003;0.06523004099928331;0.7862391407934297;0.031418855560234944
