;param_class_weight;param_criterion;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_splitter;mean_test_score;std_test_score;mean_train_score;std_train_score
770;balanced;entropy;10;auto;4;5;best;0.7290422461920132;0.06180522815444782;0.8274224587666803;0.00671373139764473
768;balanced;entropy;10;auto;4;2;best;0.7290422461920132;0.06180522815444782;0.8274224587666803;0.00671373139764473
218;;entropy;;auto;1;5;best;0.7289909878363464;0.043454723022873135;0.9437448056597011;0.0048056561376657
236;;entropy;;sqrt;1;5;best;0.7289909878363464;0.043454723022873135;0.9437448056597011;0.0048056561376657
382;;entropy;20;auto;1;10;best;0.7289407357950847;0.053597566047308386;0.8983209102260596;0.004719115835353116
400;;entropy;20;sqrt;1;10;best;0.7289407357950847;0.053597566047308386;0.8983209102260596;0.004719115835353116
114;;gini;10;auto;2;2;best;0.7288589835508329;0.06731961497464282;0.8419825088500421;0.01528625472428843
132;;gini;10;sqrt;2;2;best;0.7288589835508329;0.06731961497464282;0.8419825088500421;0.01528625472428843
476;balanced;gini;;log2;2;5;best;0.728849741823349;0.0509802536735785;0.8948017352338967;0.008592818159146788
852;balanced;entropy;20;log2;2;2;best;0.7288158522014164;0.041643189481900524;0.8881334138510173;0.014476050971737613
653;balanced;entropy;;auto;1;10;random;0.7287897710954313;0.05168852410679984;0.8621523709756094;0.007305273547983111
671;balanced;entropy;;sqrt;1;10;random;0.7287897710954313;0.05168852410679984;0.8621523709756094;0.007305273547983111
684;balanced;entropy;;log2;1;2;best;0.7287688674859034;0.05981595120940506;0.9995982856353184;0.0002011834480084334
434;balanced;gini;;auto;1;5;best;0.7287447171498871;0.05072423805894158;0.938475626063493;0.004029391955196347
452;balanced;gini;;sqrt;1;5;best;0.7287447171498871;0.05072423805894158;0.938475626063493;0.004029391955196347
856;balanced;entropy;20;log2;2;10;best;0.7285158853824046;0.05797684868288651;0.8741952835199825;0.004483063218361592
470;balanced;gini;;log2;1;5;best;0.7285122147997646;0.054819250105954016;0.9376049538838995;0.003072583424119683
834;balanced;entropy;20;sqrt;2;2;best;0.7284736218145191;0.039664868973046094;0.9032056512038741;0.011407277755667793
816;balanced;entropy;20;auto;2;2;best;0.7284736218145191;0.039664868973046094;0.9032056512038741;0.011407277755667793
854;balanced;entropy;20;log2;2;5;best;0.7284515514988594;0.037333382964850885;0.8917612971052777;0.009261729939032763
260;;entropy;;log2;2;5;best;0.7283425520789762;0.046363031718204585;0.8924127193687014;0.01521835760530833
597;balanced;gini;20;auto;1;5;random;0.7283165178132098;0.06488383315225521;0.8439579457289472;0.012190219843105215
615;balanced;gini;20;sqrt;1;5;random;0.7283165178132098;0.06488383315225521;0.8439579457289472;0.012190219843105215
528;balanced;gini;5;log2;2;2;best;0.7282958193864504;0.048006611460905985;0.7794273062085705;0.013439926076595674
790;balanced;entropy;10;sqrt;4;10;best;0.728258775121526;0.06371386020691742;0.8279059171229312;0.006649310381748788
772;balanced;entropy;10;auto;4;10;best;0.728258775121526;0.06371386020691742;0.8279059171229312;0.006649310381748788
388;;entropy;20;auto;2;10;best;0.7281803207348603;0.048567306219417496;0.8808005666417994;0.008556555310235001
406;;entropy;20;sqrt;2;10;best;0.7281803207348603;0.048567306219417496;0.8808005666417994;0.008556555310235001
598;balanced;gini;20;auto;1;10;best;0.728095611363736;0.04901941673227588;0.8933047168494095;0.004687977294694941
616;balanced;gini;20;sqrt;1;10;best;0.728095611363736;0.04901941673227588;0.8933047168494095;0.004687977294694941
473;balanced;gini;;log2;1;10;random;0.7280221255218334;0.029306090546267392;0.8570596916870812;0.007633873752899738
205;;gini;20;log2;2;2;random;0.727885055289109;0.05830647207585689;0.8099322789857517;0.012275499556712512
148;;gini;10;log2;1;10;best;0.727703674636249;0.06311900107659116;0.8393617749386738;0.01255728222835727
415;;entropy;20;log2;1;2;random;0.7276465001042649;0.0652295430392366;0.9120055394732542;0.014361668373019167
171;;gini;20;auto;2;5;random;0.7275912489435589;0.05860980086727902;0.8057432347781024;0.017039339128637854
189;;gini;20;sqrt;2;5;random;0.7275912489435589;0.05860980086727902;0.8057432347781024;0.017039339128637854
254;;entropy;;log2;1;5;best;0.7273411663795354;0.048668884404525097;0.9401181470670903;0.004111375404875279
410;;entropy;20;sqrt;4;5;best;0.72733037891371;0.054869563931166425;0.8582171674622442;0.013500420600340405
392;;entropy;20;auto;4;5;best;0.72733037891371;0.054869563931166425;0.8582171674622442;0.013500420600340405
390;;entropy;20;auto;4;2;best;0.72733037891371;0.054869563931166425;0.8582171674622442;0.013500420600340405
408;;entropy;20;sqrt;4;2;best;0.72733037891371;0.054869563931166425;0.8582171674622442;0.013500420600340405
676;balanced;entropy;;sqrt;2;10;best;0.727317454195509;0.05134649506146984;0.8803754441404374;0.005094636485283399
658;balanced;entropy;;auto;2;10;best;0.727317454195509;0.05134649506146984;0.8803754441404374;0.005094636485283399
292;;entropy;5;sqrt;1;10;best;0.7272552741899018;0.07172420494292535;0.7740348250513585;0.016110089734236444
274;;entropy;5;auto;1;10;best;0.7272552741899018;0.07172420494292535;0.7740348250513585;0.016110089734236444
360;;entropy;10;log2;1;2;best;0.727129176468891;0.04731711504339733;0.8499323721073399;0.010133552303654899
374;;entropy;10;log2;4;5;best;0.7271200245201246;0.05529009729450644;0.8273362367231275;0.00902221510521571
372;;entropy;10;log2;4;2;best;0.7271200245201246;0.05529009729450644;0.8273362367231275;0.00902221510521571
798;balanced;entropy;10;log2;2;2;best;0.7269634278847285;0.03947082267266025;0.8318444524287549;0.010789277377730009
855;balanced;entropy;20;log2;2;5;random;0.7265830585063344;0.042293755577641604;0.7990348150913125;0.01351692094151357
635;balanced;gini;20;log2;1;10;random;0.7264022375734688;0.045359221514562315;0.8320209140847503;0.009235707116835508
186;;gini;20;sqrt;2;2;best;0.7263236141295482;0.046052092769563346;0.9047685695161756;0.006532793798267498
168;;gini;20;auto;2;2;best;0.7263236141295482;0.046052092769563346;0.9047685695161756;0.006532793798267498
847;balanced;entropy;20;log2;1;2;random;0.7262629404832255;0.06335382071171242;0.9143179518174612;0.022920007686804068
857;balanced;entropy;20;log2;2;10;random;0.7261150488283318;0.04022207807881137;0.7877031963880883;0.03205319362751442
846;balanced;entropy;20;log2;1;2;best;0.7260799830453062;0.03822981179805655;0.9842929046452069;0.007140510211182902
673;balanced;entropy;;sqrt;2;2;random;0.725993744011721;0.04892320534060761;0.8301354889098267;0.01001640381479315
655;balanced;entropy;;auto;2;2;random;0.725993744011721;0.04892320534060761;0.8301354889098267;0.01001640381479315
180;;gini;20;sqrt;1;2;best;0.7259348864141771;0.04675210141339433;0.9876518894207985;0.006615487513384215
162;;gini;20;auto;1;2;best;0.7259348864141771;0.04675210141339433;0.9876518894207985;0.006615487513384215
170;;gini;20;auto;2;5;best;0.7258394437277238;0.029226129711438606;0.9055387477654081;0.006720959877807655
188;;gini;20;sqrt;2;5;best;0.7258394437277238;0.029226129711438606;0.9055387477654081;0.006720959877807655
851;balanced;entropy;20;log2;1;10;random;0.7258336243814036;0.04629072790818654;0.8328635650242531;0.010166086570235353
41;;gini;;log2;1;10;random;0.7258033010776617;0.039580614137985214;0.8566012906608849;0.004727383948362902
245;;entropy;;sqrt;2;10;random;0.7257599887176129;0.06299640886092038;0.8169957336370949;0.011478837565742629
227;;entropy;;auto;2;10;random;0.7257599887176129;0.06299640886092038;0.8169957336370949;0.011478837565742629
560;balanced;gini;10;sqrt;1;5;best;0.7256440177035126;0.04989717109871587;0.8507589568699048;0.007379530919055
542;balanced;gini;10;auto;1;5;best;0.7256440177035126;0.04989717109871587;0.8507589568699048;0.007379530919055
862;balanced;entropy;20;log2;4;10;best;0.7256369742865247;0.0681029923988857;0.8449697548354802;0.006964570481217697
164;;gini;20;auto;1;5;best;0.725576561258036;0.04533809866434966;0.9301035865318136;0.005809420398829604
182;;gini;20;sqrt;1;5;best;0.725576561258036;0.04533809866434966;0.9301035865318136;0.005809420398829604
419;;entropy;20;log2;1;10;random;0.7255659054592276;0.05129384322348963;0.8273770124407875;0.014817425016219049
776;balanced;entropy;10;sqrt;1;5;best;0.7254883679620784;0.04949925200654279;0.8455470433737216;0.014331641548951526
758;balanced;entropy;10;auto;1;5;best;0.7254883679620784;0.04949925200654279;0.8455470433737216;0.014331641548951526
223;;entropy;;auto;2;2;random;0.7254702070818195;0.04259953845711675;0.8307788106373575;0.012745504187383223
241;;entropy;;sqrt;2;2;random;0.7254702070818195;0.04259953845711675;0.8307788106373575;0.012745504187383223
686;balanced;entropy;;log2;1;5;best;0.7253535841890314;0.04544794853132498;0.9376360535954452;0.0023809712397066065
466;balanced;gini;;sqrt;4;10;best;0.7251286981971066;0.04576924068247166;0.8536531905088325;0.007719606283488496
448;balanced;gini;;auto;4;10;best;0.7251286981971066;0.04576924068247166;0.8536531905088325;0.007719606283488496
200;;gini;20;log2;1;5;best;0.7250543611787645;0.05042525919583869;0.9285539703726396;0.004907774548063179
794;balanced;entropy;10;log2;1;5;best;0.7246300340384602;0.04826569886118575;0.8440615135653797;0.01625513007137672
700;balanced;entropy;;log2;4;10;best;0.7245573232263365;0.06183778242848683;0.8494981853227104;0.005449274800037209
648;balanced;entropy;;auto;1;2;best;0.7245060468251714;0.059561407726681635;0.9995982856353184;0.0002011834480084334
666;balanced;entropy;;sqrt;1;2;best;0.7245060468251714;0.059561407726681635;0.9995982856353184;0.0002011834480084334
24;;gini;;sqrt;2;2;best;0.724389606399753;0.0427424579624949;0.9073148824904873;0.004667054877260834
6;;gini;;auto;2;2;best;0.724389606399753;0.0427424579624949;0.9073148824904873;0.004667054877260834
178;;gini;20;auto;4;10;best;0.724382739700571;0.05131650917967875;0.855872941664679;0.00854515837901708
196;;gini;20;sqrt;4;10;best;0.724382739700571;0.05131650917967875;0.855872941664679;0.00854515837901708
688;balanced;entropy;;log2;1;10;best;0.7242936731146608;0.03409535060165969;0.8930476390420798;0.002813903056557356
136;;gini;10;sqrt;2;10;best;0.724292621379343;0.06575474408772766;0.8384718364743293;0.012304101089555724
118;;gini;10;auto;2;10;best;0.724292621379343;0.06575474408772766;0.8384718364743293;0.012304101089555724
376;;entropy;10;log2;4;10;best;0.7242629152698852;0.047808888352303056;0.8182955850849496;0.0077098805004875105
498;balanced;gini;5;auto;4;2;best;0.7242373164385464;0.04340981792710003;0.7804566530493853;0.00929309698138385
516;balanced;gini;5;sqrt;4;2;best;0.7242373164385464;0.04340981792710003;0.7804566530493853;0.00929309698138385
500;balanced;gini;5;auto;4;5;best;0.7242373164385464;0.04340981792710003;0.7804566530493853;0.00929309698138385
518;balanced;gini;5;sqrt;4;5;best;0.7242373164385464;0.04340981792710003;0.7804566530493853;0.00929309698138385
280;;entropy;5;auto;2;10;best;0.7241229556887309;0.06834900810878919;0.7714177196027985;0.01535528408071348
298;;entropy;5;sqrt;2;10;best;0.7241229556887309;0.06834900810878919;0.7714177196027985;0.01535528408071348
166;;gini;20;auto;1;10;best;0.7239917570034828;0.05724281992305765;0.8952487170005681;0.00709865931424954
184;;gini;20;sqrt;1;10;best;0.7239917570034828;0.05724281992305765;0.8952487170005681;0.00709865931424954
344;;entropy;10;sqrt;1;5;best;0.7238755181699936;0.06173319137090534;0.845094950571327;0.01170447783008474
326;;entropy;10;auto;1;5;best;0.7238755181699936;0.06173319137090534;0.845094950571327;0.01170447783008474
259;;entropy;;log2;2;2;random;0.7236671978273773;0.053783372666387025;0.8167934949413109;0.014918382199908325
620;balanced;gini;20;sqrt;2;5;best;0.7236516079106294;0.03990577026260202;0.8972289429395535;0.0065070642563219445
602;balanced;gini;20;auto;2;5;best;0.7236516079106294;0.03990577026260202;0.8972289429395535;0.0065070642563219445
433;balanced;gini;;auto;1;2;random;0.7236158316297867;0.04533591035546427;0.9995982856353184;0.0002011834480084334
451;balanced;gini;;sqrt;1;2;random;0.7236158316297867;0.04533591035546427;0.9995982856353184;0.0002011834480084334
252;;entropy;;log2;1;2;best;0.7235749531936225;0.03707109236333109;0.9995982856353184;0.0002011834480084334
235;;entropy;;sqrt;1;2;random;0.7235607379909381;0.04650639773908462;0.9995982856353184;0.0002011834480084334
217;;entropy;;auto;1;2;random;0.7235607379909381;0.04650639773908462;0.9995982856353184;0.0002011834480084334
842;balanced;entropy;20;sqrt;4;5;best;0.7235396183311373;0.054159036346482566;0.8598484881999007;0.009374663455523813
840;balanced;entropy;20;sqrt;4;2;best;0.7235396183311373;0.054159036346482566;0.8598484881999007;0.009374663455523813
824;balanced;entropy;20;auto;4;5;best;0.7235396183311373;0.054159036346482566;0.8598484881999007;0.009374663455523813
822;balanced;entropy;20;auto;4;2;best;0.7235396183311373;0.054159036346482566;0.8598484881999007;0.009374663455523813
4;;gini;;auto;1;10;best;0.7234664766763794;0.06103098555959602;0.8956899029342082;0.0056078260626112745
22;;gini;;sqrt;1;10;best;0.7234664766763794;0.06103098555959602;0.8956899029342082;0.0056078260626112745
650;balanced;entropy;;auto;1;5;best;0.7233070041622174;0.0409065386975985;0.9428576309270016;0.0030920999175680967
668;balanced;entropy;;sqrt;1;5;best;0.7233070041622174;0.0409065386975985;0.9428576309270016;0.0030920999175680967
454;balanced;gini;;sqrt;1;10;best;0.7231681997635948;0.04744650210699423;0.8982338484076839;0.006814612372186387
436;balanced;gini;;auto;1;10;best;0.7231681997635948;0.04744650210699423;0.8982338484076839;0.006814612372186387
94;;gini;5;log2;1;10;best;0.7231648760181976;0.05114130287743544;0.7828778922690178;0.011595707913468504
662;balanced;entropy;;auto;4;5;best;0.723014207446623;0.054676596805141295;0.8597297801586252;0.011431264380428631
660;balanced;entropy;;auto;4;2;best;0.723014207446623;0.054676596805141295;0.8597297801586252;0.011431264380428631
680;balanced;entropy;;sqrt;4;5;best;0.723014207446623;0.054676596805141295;0.8597297801586252;0.011431264380428631
678;balanced;entropy;;sqrt;4;2;best;0.723014207446623;0.054676596805141295;0.8597297801586252;0.011431264380428631
502;balanced;gini;5;auto;4;10;best;0.7229301268960627;0.04399514186566121;0.781391554818374;0.008834467247090937
520;balanced;gini;5;sqrt;4;10;best;0.7229301268960627;0.04399514186566121;0.781391554818374;0.008834467247090937
214;;gini;20;log2;4;10;best;0.7228836387695791;0.06841949375484904;0.8527999815895921;0.005624808423403359
421;;entropy;20;log2;2;2;random;0.7228739052374954;0.05850169706764868;0.8088800938589195;0.015794453932168915
830;balanced;entropy;20;sqrt;1;5;best;0.7226865493400925;0.039387535963843694;0.9377722847349702;0.0032426271438492707
812;balanced;entropy;20;auto;1;5;best;0.7226865493400925;0.039387535963843694;0.9377722847349702;0.0032426271438492707
584;balanced;gini;10;log2;2;5;best;0.7224310772697511;0.06445140396115427;0.8383338489068674;0.00985891946437017
257;;entropy;;log2;1;10;random;0.7224202450648349;0.058651380395375735;0.853389820570731;0.007580516023879557
439;balanced;gini;;auto;2;2;random;0.7221624732199957;0.060569837314367776;0.8351064174471731;0.006856861395410339
457;balanced;gini;;sqrt;2;2;random;0.7221624732199957;0.060569837314367776;0.8351064174471731;0.006856861395410339
524;balanced;gini;5;log2;1;5;best;0.7220098191421986;0.04804063830243063;0.7786648325236812;0.012770770758759936
150;;gini;10;log2;2;2;best;0.7219907862694568;0.044200336118843914;0.8421407498380482;0.014779596011697854
619;balanced;gini;20;sqrt;2;2;random;0.7219867394848135;0.05931626540517276;0.807998089548672;0.011398102811022786
601;balanced;gini;20;auto;2;2;random;0.7219867394848135;0.05931626540517276;0.807998089548672;0.011398102811022786
240;;entropy;;sqrt;2;2;best;0.7218606145835047;0.06367439215148717;0.9070205120538514;0.010019701043898767
222;;entropy;;auto;2;2;best;0.7218606145835047;0.06367439215148717;0.9070205120538514;0.010019701043898767
477;balanced;gini;;log2;2;5;random;0.7218443396156562;0.05689932511221981;0.8180726800125765;0.00910774985774248
637;balanced;gini;20;log2;2;2;random;0.7217038517313592;0.062400458971626195;0.8058253116442406;0.01434638065825685
522;balanced;gini;5;log2;1;2;best;0.7216653588064844;0.05749821887681398;0.7782698880281917;0.011954808658754899
92;;gini;5;log2;1;5;best;0.721575132428454;0.05038846283011223;0.782523849491424;0.01219357880554922
416;;entropy;20;log2;1;5;best;0.7213506870284123;0.03334382237126827;0.936233533845431;0.007038633677833176
29;;gini;;sqrt;2;10;random;0.7211871900296659;0.051692931729995145;0.8159965449030974;0.011576049835995882
11;;gini;;auto;2;10;random;0.7211871900296659;0.051692931729995145;0.8159965449030974;0.011576049835995882
100;;gini;5;log2;2;10;best;0.7211573345400678;0.04934259999872592;0.7812192562086124;0.012361704485717412
191;;gini;20;sqrt;2;10;random;0.7209160221689909;0.048389950134338985;0.8082656960703012;0.016769092371607067
173;;gini;20;auto;2;10;random;0.7209160221689909;0.048389950134338985;0.8082656960703012;0.016769092371607067
631;balanced;gini;20;log2;1;2;random;0.720886284813627;0.06442382294708933;0.9254320757970351;0.01223111914192349
181;;gini;20;sqrt;1;2;random;0.7208837331701301;0.06477783389520926;0.887364341679484;0.01762237283555942
163;;gini;20;auto;1;2;random;0.7208837331701301;0.06477783389520926;0.887364341679484;0.01762237283555942
667;balanced;entropy;;sqrt;1;2;random;0.7207766053468012;0.05573106982649445;0.9995982856353184;0.0002011834480084334
649;balanced;entropy;;auto;1;2;random;0.7207766053468012;0.05573106982649445;0.9995982856353184;0.0002011834480084334
695;balanced;entropy;;log2;2;10;random;0.7206769498186179;0.06180994410139522;0.7944496084695153;0.03154066107002559
641;balanced;gini;20;log2;2;10;random;0.7204872073573325;0.042512943377750814;0.7878200136815581;0.0285315414459499
250;;entropy;;sqrt;4;10;best;0.7204764165082399;0.04804102349954074;0.8538157473194868;0.009994928371527939
232;;entropy;;auto;4;10;best;0.7204764165082399;0.04804102349954074;0.8538157473194868;0.009994928371527939
68;;gini;5;auto;4;5;best;0.7204059915658717;0.04739805283582806;0.7811008692288888;0.009775160486079851
84;;gini;5;sqrt;4;2;best;0.7204059915658717;0.04739805283582806;0.7811008692288888;0.009775160486079851
86;;gini;5;sqrt;4;5;best;0.7204059915658717;0.04739805283582806;0.7811008692288888;0.009775160486079851
66;;gini;5;auto;4;2;best;0.7204059915658717;0.04739805283582806;0.7811008692288888;0.009775160486079851
90;;gini;5;log2;1;2;best;0.7203479548873017;0.05623198544581038;0.7827791860077303;0.01473598320420733
70;;gini;5;auto;4;10;best;0.7201327675221558;0.047175807528719464;0.7810957671880725;0.009784783055163608
88;;gini;5;sqrt;4;10;best;0.7201327675221558;0.047175807528719464;0.7810957671880725;0.009784783055163608
253;;entropy;;log2;1;2;random;0.7199751754623978;0.04743357722896487;0.9995982856353184;0.0002011834480084334
848;balanced;entropy;20;log2;1;5;best;0.7198660209292995;0.05191747112208586;0.9302806688248728;0.0077179729246469085
526;balanced;gini;5;log2;1;10;best;0.7197673643256287;0.05039365270238786;0.7822573084940379;0.012093574474515907
422;;entropy;20;log2;2;5;best;0.7196646766173498;0.04490491612198928;0.8923283943622874;0.01424476025838369
23;;gini;;sqrt;1;10;random;0.7194056497929557;0.05550241459067047;0.8598472046933873;0.004595744373788628
5;;gini;;auto;1;10;random;0.7194056497929557;0.05550241459067047;0.8598472046933873;0.004595744373788628
39;;gini;;log2;1;5;random;0.7192989958054776;0.04533161482331159;0.8968595652554037;0.0044666624474081285
98;;gini;5;log2;2;5;best;0.719234257616991;0.04850874247427279;0.780874671494136;0.013033281895903692
459;balanced;gini;;sqrt;2;5;random;0.7189348839851302;0.04735435500299314;0.8264125286665843;0.012256271330221773
441;balanced;gini;;auto;2;5;random;0.7189348839851302;0.04735435500299314;0.8264125286665843;0.012256271330221773
665;balanced;entropy;;auto;4;10;random;0.7188116969140085;0.06625642766169308;0.7677166954344654;0.01938378837898975
683;balanced;entropy;;sqrt;4;10;random;0.7188116969140085;0.06625642766169308;0.7677166954344654;0.01938378837898975
685;balanced;entropy;;log2;1;2;random;0.7186978033059002;0.039855693486197524;0.9995982856353184;0.0002011834480084334
209;;gini;20;log2;2;10;random;0.7186020982131703;0.03945484948119618;0.7855517611619389;0.025089964791039445
504;balanced;gini;5;sqrt;1;2;best;0.7184860217352022;0.054600247810486745;0.7748424155113335;0.020129448795948322
486;balanced;gini;5;auto;1;2;best;0.7184860217352022;0.054600247810486745;0.7748424155113335;0.020129448795948322
530;balanced;gini;5;log2;2;5;best;0.7184509956127867;0.04511133194308806;0.7780023550989401;0.012744772463931362
417;;entropy;20;log2;1;5;random;0.7184294554808413;0.05578450055337172;0.8531403718834711;0.018773805310308818
691;balanced;entropy;;log2;2;2;random;0.7184149965803993;0.051672596066426504;0.8122830024433713;0.011825186151195781
638;balanced;gini;20;log2;2;5;best;0.7183731164684763;0.052576990961212336;0.8923602055917016;0.005335907923231894
654;balanced;entropy;;auto;2;2;best;0.7181943966386539;0.041426615647132334;0.9078658626963169;0.00973556528442205
672;balanced;entropy;;sqrt;2;2;best;0.7181943966386539;0.041426615647132334;0.9078658626963169;0.00973556528442205
425;;entropy;20;log2;2;10;random;0.7181758186369549;0.04358368696227011;0.7848365686817085;0.026369360222857262
21;;gini;;sqrt;1;5;random;0.7177592204511516;0.05020528845565429;0.9036629119945279;0.006145659544536284
3;;gini;;auto;1;5;random;0.7177592204511516;0.05020528845565429;0.9036629119945279;0.006145659544536284
603;balanced;gini;20;auto;2;5;random;0.7175863393219929;0.04542346607614351;0.8049331940703738;0.010400736852428916
621;balanced;gini;20;sqrt;2;5;random;0.7175863393219929;0.04542346607614351;0.8049331940703738;0.010400736852428916
622;balanced;gini;20;sqrt;2;10;best;0.717581616922626;0.05487414025116341;0.875793870964821;0.006226447755983646
604;balanced;gini;20;auto;2;10;best;0.717581616922626;0.05487414025116341;0.875793870964821;0.006226447755983646
639;balanced;gini;20;log2;2;5;random;0.7173562203263706;0.050339123160684465;0.8044270799546839;0.014244546659248796
800;balanced;entropy;10;log2;2;5;best;0.717101503335647;0.050561537818870114;0.8289507302580169;0.009026548328304313
233;;entropy;;auto;4;10;random;0.7170584998891059;0.06795938982474815;0.7752680678266716;0.016148202692683997
251;;entropy;;sqrt;4;10;random;0.7170584998891059;0.06795938982474815;0.7752680678266716;0.016148202692683997
423;;entropy;20;log2;2;5;random;0.71682469743366;0.047822343189106664;0.8039468808335458;0.012197766831282797
845;balanced;entropy;20;sqrt;4;10;random;0.7165995861533011;0.0755297144805573;0.7638502718339927;0.018123329270075515
827;balanced;entropy;20;auto;4;10;random;0.7165995861533011;0.0755297144805573;0.7638502718339927;0.018123329270075515
532;balanced;gini;5;log2;2;10;best;0.7165418741295502;0.047449775222521744;0.7814281677232706;0.012381017483745744
370;;entropy;10;log2;2;10;best;0.7164717940623964;0.05947011895878949;0.8296604500592712;0.016972050288929213
853;balanced;entropy;20;log2;2;2;random;0.7164584320604686;0.05143110935105807;0.801077691676161;0.01901898474661082
677;balanced;entropy;;sqrt;2;10;random;0.716291105284335;0.0621051013071584;0.814137978579471;0.012939345949811096
659;balanced;entropy;;auto;2;10;random;0.716291105284335;0.0621051013071584;0.814137978579471;0.012939345949811096
632;balanced;gini;20;log2;1;5;best;0.7159841665723479;0.05183839056329449;0.9337664860418698;0.005434504084552368
202;;gini;20;log2;1;10;best;0.715980063423767;0.06459929372301312;0.8920354715271588;0.0030213383116573533
424;;entropy;20;log2;2;10;best;0.7158259680798332;0.05838898901922996;0.8724156861984597;0.005821143351982408
203;;gini;20;log2;1;10;random;0.7156974980772883;0.0472669376145805;0.8334998107478636;0.0108852575009127
455;balanced;gini;;sqrt;1;10;random;0.7156453037706404;0.048747590766150026;0.8596887779539797;0.00497115159490273
437;balanced;gini;;auto;1;10;random;0.7156453037706404;0.048747590766150026;0.8596887779539797;0.00497115159490273
426;;entropy;20;log2;4;2;best;0.7155535831766031;0.03850929752876266;0.850712454616084;0.007343629481429626
428;;entropy;20;log2;4;5;best;0.7155535831766031;0.03850929752876266;0.850712454616084;0.007343629481429626
474;balanced;gini;;log2;2;2;best;0.7154151227098552;0.04384965450383316;0.8970660658291999;0.005899088290730877
230;;entropy;;auto;4;5;best;0.7153476161807601;0.039872536812903286;0.8579062883234858;0.012024465248720494
246;;entropy;;sqrt;4;2;best;0.7153476161807601;0.039872536812903286;0.8579062883234858;0.012024465248720494
248;;entropy;;sqrt;4;5;best;0.7153476161807601;0.039872536812903286;0.8579062883234858;0.012024465248720494
228;;entropy;;auto;4;2;best;0.7153476161807601;0.039872536812903286;0.8579062883234858;0.012024465248720494
187;;gini;20;sqrt;2;2;random;0.715071134510137;0.0713436756668459;0.8050461024347901;0.015009365317030168
169;;gini;20;auto;2;2;random;0.715071134510137;0.0713436756668459;0.8050461024347901;0.015009365317030168
693;balanced;entropy;;log2;2;5;random;0.7148116458176552;0.07620856933595571;0.8176355257020234;0.01392422173414619
379;;entropy;20;auto;1;2;random;0.7145020098941187;0.06673492103769957;0.8715164721341188;0.02389930529020472
397;;entropy;20;sqrt;1;2;random;0.7145020098941187;0.06673492103769957;0.8715164721341188;0.02389930529020472
199;;gini;20;log2;1;2;random;0.7144575479980414;0.05476741492929258;0.9236262925142859;0.01199112606598198
394;;entropy;20;auto;4;10;best;0.7142761094504113;0.044198622816619904;0.8537420248602519;0.008919599710192457
412;;entropy;20;sqrt;4;10;best;0.7142761094504113;0.044198622816619904;0.8537420248602519;0.008919599710192457
468;balanced;gini;;log2;1;2;best;0.7142472570122952;0.045186716591209826;0.9995982856353184;0.0002011834480084334
47;;gini;;log2;2;10;random;0.714235793125655;0.06303707755426179;0.7934449420289769;0.02810313348117882
687;balanced;entropy;;log2;1;5;random;0.7137579677608906;0.046686645511008706;0.8961769337421444;0.0036747345579105648
96;;gini;5;log2;2;2;best;0.7135978939806273;0.05142030103575939;0.7787252526239132;0.014446650160529833
263;;entropy;;log2;2;10;random;0.7133929800946792;0.06453686749369279;0.7929647786576138;0.02472001842694419
262;;entropy;;log2;2;10;best;0.7133482234591374;0.06952529796660369;0.8672330339122609;0.0132185637062486
229;;entropy;;auto;4;2;random;0.7133430606776521;0.08511363572310886;0.7735620806693178;0.011445854344775812
247;;entropy;;sqrt;4;2;random;0.7133430606776521;0.08511363572310886;0.7735620806693178;0.011445854344775812
249;;entropy;;sqrt;4;5;random;0.7133430606776521;0.08511363572310886;0.7735620806693178;0.011445854344775812
231;;entropy;;auto;4;5;random;0.7133430606776521;0.08511363572310886;0.7735620806693178;0.011445854344775812
461;balanced;gini;;sqrt;2;10;random;0.7133285107946609;0.054582733912164234;0.8179835945632685;0.015371866181467356
443;balanced;gini;;auto;2;10;random;0.7133285107946609;0.054582733912164234;0.8179835945632685;0.015371866181467356
831;balanced;entropy;20;sqrt;1;5;random;0.7131740863526428;0.0519627407236031;0.8329574644512447;0.012949763444290531
813;balanced;entropy;20;auto;1;5;random;0.7131740863526428;0.0519627407236031;0.8329574644512447;0.012949763444290531
623;balanced;gini;20;sqrt;2;10;random;0.7126914130835331;0.06854398601539338;0.8069222181636903;0.014336525094676505
605;balanced;gini;20;auto;2;10;random;0.7126914130835331;0.06854398601539338;0.8069222181636903;0.014336525094676505
304;;entropy;5;sqrt;4;10;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
282;;entropy;5;auto;4;2;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
302;;entropy;5;sqrt;4;5;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
300;;entropy;5;sqrt;4;2;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
286;;entropy;5;auto;4;10;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
284;;entropy;5;auto;4;5;best;0.7123653884320533;0.06240723169643029;0.7731500993565209;0.012814268174174083
815;balanced;entropy;20;auto;1;10;random;0.7121850479832567;0.04788688452915538;0.8273753159504323;0.012152851005345765
