;param_class_weight;param_criterion;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_splitter;mean_test_score;std_test_score;mean_train_score;std_train_score
642;balanced;gini;20;log2;4;2;best;0.750006200654828;0.03199618648108693;0.8503387037649471;0.007757674186943348
644;balanced;gini;20;log2;4;5;best;0.750006200654828;0.03199618648108693;0.8503387037649471;0.007757674186943348
832;balanced;entropy;20;sqrt;1;10;best;0.7498790162393018;0.035932500185587794;0.8991510098433688;0.004544677669615544
814;balanced;entropy;20;auto;1;10;best;0.7498790162393018;0.035932500185587794;0.8991510098433688;0.004544677669615544
802;balanced;entropy;10;log2;2;10;best;0.7491820432932921;0.05041817655431149;0.8314802504470663;0.009087992748485974
40;;gini;;log2;1;10;best;0.7486217593799555;0.06161808685261265;0.8936425373736746;0.00486808364493877
146;;gini;10;log2;1;5;best;0.7481374108714018;0.044028104778777125;0.8550985886088306;0.010659267144143203
774;balanced;entropy;10;sqrt;1;2;best;0.7479110800901314;0.035325301187939;0.8559997880671253;0.008803526533220798
756;balanced;entropy;10;auto;1;2;best;0.7479110800901314;0.035325301187939;0.8559997880671253;0.008803526533220798
482;balanced;gini;;log2;4;5;best;0.7474481405896902;0.030322025183598954;0.8537590596506615;0.006457350471241762
480;balanced;gini;;log2;4;2;best;0.7474481405896902;0.030322025183598954;0.8537590596506615;0.006457350471241762
268;;entropy;;log2;4;10;best;0.7466942787201675;0.051378154006427174;0.8467638834498118;0.0045175870473644535
30;;gini;;sqrt;4;2;best;0.746077413848391;0.05294798808425538;0.8605956232793256;0.011607899445866484
32;;gini;;sqrt;4;5;best;0.746077413848391;0.05294798808425538;0.8605956232793256;0.011607899445866484
14;;gini;;auto;4;5;best;0.746077413848391;0.05294798808425538;0.8605956232793256;0.011607899445866484
12;;gini;;auto;4;2;best;0.746077413848391;0.05294798808425538;0.8605956232793256;0.011607899445866484
398;;entropy;20;sqrt;1;5;best;0.7459575957661813;0.04289971957234014;0.9366882414518949;0.005128435963800402
380;;entropy;20;auto;1;5;best;0.7459575957661813;0.04289971957234014;0.9366882414518949;0.005128435963800402
640;balanced;gini;20;log2;2;10;best;0.745277761888861;0.0660204219148651;0.8716990516418894;0.00874162226561387
46;;gini;;log2;2;10;best;0.7450657707890591;0.060629440387172544;0.8711409033938876;0.005162095379375512
646;balanced;gini;20;log2;4;10;best;0.7446449924754198;0.05668742081830177;0.8471062268577203;0.004877124517134443
478;balanced;gini;;log2;2;10;best;0.7438583795474296;0.05213131392100654;0.8701585690711593;0.007195151219736055
558;balanced;gini;10;sqrt;1;2;best;0.7436767304751503;0.04862141118609059;0.8628762102994187;0.012992977526462696
540;balanced;gini;10;auto;1;2;best;0.7436767304751503;0.04862141118609059;0.8628762102994187;0.012992977526462696
364;;entropy;10;log2;1;10;best;0.7434604786221862;0.042757112260852013;0.833723393978031;0.009134830077007355
332;;entropy;10;auto;2;5;best;0.7432467191495944;0.047096045720751996;0.8394761440627653;0.008078142443566153
350;;entropy;10;sqrt;2;5;best;0.7432467191495944;0.047096045720751996;0.8394761440627653;0.008078142443566153
568;balanced;gini;10;sqrt;2;10;best;0.7429629714391286;0.054812063870294414;0.8432135232107931;0.011922816025025365
550;balanced;gini;10;auto;2;10;best;0.7429629714391286;0.054812063870294414;0.8432135232107931;0.011922816025025365
210;;gini;20;log2;4;2;best;0.7426008210370652;0.0552394124237635;0.849481090320182;0.00895031277288824
212;;gini;20;log2;4;5;best;0.7426008210370652;0.0552394124237635;0.849481090320182;0.00895031277288824
144;;gini;10;log2;1;2;best;0.7423956420256089;0.05722791948744932;0.8729114992507583;0.009588658879661652
124;;gini;10;auto;4;10;best;0.742203424342276;0.06843688638453184;0.8266809416780134;0.012451990560284905
142;;gini;10;sqrt;4;10;best;0.742203424342276;0.06843688638453184;0.8266809416780134;0.012451990560284905
366;;entropy;10;log2;2;2;best;0.7421304704607861;0.060738215616787716;0.8375870859646642;0.010091118728202475
706;balanced;entropy;5;auto;1;10;best;0.7415280574384893;0.060815230577828124;0.7818398752460516;0.012127024526606611
724;balanced;entropy;5;sqrt;1;10;best;0.7415280574384893;0.060815230577828124;0.7818398752460516;0.012127024526606611
348;;entropy;10;sqrt;2;2;best;0.741272536694167;0.04781993649501204;0.838760079380287;0.012402393192389274
330;;entropy;10;auto;2;2;best;0.741272536694167;0.04781993649501204;0.838760079380287;0.012402393192389274
554;balanced;gini;10;auto;4;5;best;0.7404771743605207;0.058550750998510356;0.8310298956453458;0.008867999762403345
570;balanced;gini;10;sqrt;4;2;best;0.7404771743605207;0.058550750998510356;0.8310298956453458;0.008867999762403345
552;balanced;gini;10;auto;4;2;best;0.7404771743605207;0.058550750998510356;0.8310298956453458;0.008867999762403345
572;balanced;gini;10;sqrt;4;5;best;0.7404771743605207;0.058550750998510356;0.8310298956453458;0.008867999762403345
126;;gini;10;sqrt;1;2;best;0.7404678255734305;0.05382501849127857;0.8686232355982982;0.015191266238995983
108;;gini;10;auto;1;2;best;0.7404678255734305;0.05382501849127857;0.8686232355982982;0.015191266238995983
674;balanced;entropy;;sqrt;2;5;best;0.7396780776180433;0.05298309940864412;0.9017456565618129;0.017145759201822926
656;balanced;entropy;;auto;2;5;best;0.7396780776180433;0.05298309940864412;0.9017456565618129;0.017145759201822926
730;balanced;entropy;5;sqrt;2;10;best;0.7395805418710729;0.060712156775969695;0.7815081952667968;0.01188014614518054
712;balanced;entropy;5;auto;2;10;best;0.7395805418710729;0.060712156775969695;0.7815081952667968;0.01188014614518054
340;;entropy;10;auto;4;10;best;0.7392154699661937;0.07129334174879899;0.8206381024630849;0.012377472366867554
358;;entropy;10;sqrt;4;10;best;0.7392154699661937;0.07129334174879899;0.8206381024630849;0.012377472366867554
594;balanced;gini;20;auto;1;2;best;0.7389393456211513;0.04979737105752903;0.9854593024668737;0.006475841236813984
612;balanced;gini;20;sqrt;1;2;best;0.7389393456211513;0.04979737105752903;0.9854593024668737;0.006475841236813984
508;balanced;gini;5;sqrt;1;10;best;0.7388325446383144;0.0603608480200253;0.7929410652658752;0.008371878656989715
490;balanced;gini;5;auto;1;10;best;0.7388325446383144;0.0603608480200253;0.7929410652658752;0.008371878656989715
664;balanced;entropy;;auto;4;10;best;0.7385321863343441;0.050473397150270244;0.8590550601473848;0.00773010472665439
682;balanced;entropy;;sqrt;4;10;best;0.7385321863343441;0.050473397150270244;0.8590550601473848;0.00773010472665439
689;balanced;entropy;;log2;1;10;random;0.7385264484064639;0.0365539802995602;0.8539751588871551;0.012961487847239713
592;balanced;gini;10;log2;4;10;best;0.7385249163921598;0.0389559488059092;0.8314177601142483;0.00635111257943015
576;balanced;gini;10;log2;1;2;best;0.7382882650909501;0.04014456191134048;0.8596688791169507;0.018167220967888142
580;balanced;gini;10;log2;1;10;best;0.7382337273698019;0.06045517013678603;0.8472450337859708;0.006898232580540597
362;;entropy;10;log2;1;5;best;0.7380067607359321;0.04453833298702429;0.845008407768284;0.009640107828077522
48;;gini;;log2;4;2;best;0.7379113225070101;0.05363864264182781;0.852876927376912;0.0032344532576968686
50;;gini;;log2;4;5;best;0.7379113225070101;0.05363864264182781;0.852876927376912;0.0032344532576968686
796;balanced;entropy;10;log2;1;10;best;0.7378261886566122;0.053840624719188275;0.8324095247236514;0.014528010949040977
458;balanced;gini;;sqrt;2;5;best;0.7378059578353058;0.05985871922452579;0.9039781931840792;0.003740557175875086
440;balanced;gini;;auto;2;5;best;0.7378059578353058;0.05985871922452579;0.9039781931840792;0.003740557175875086
420;;entropy;20;log2;2;2;best;0.7377591286685824;0.05010965534089259;0.8950516022694412;0.009644425821441828
140;;gini;10;sqrt;4;5;best;0.7375869133203083;0.056521683921302766;0.8275123245217992;0.010656064325711725
122;;gini;10;auto;4;5;best;0.7375869133203083;0.056521683921302766;0.8275123245217992;0.010656064325711725
120;;gini;10;auto;4;2;best;0.7375869133203083;0.056521683921302766;0.8275123245217992;0.010656064325711725
138;;gini;10;sqrt;4;2;best;0.7375869133203083;0.056521683921302766;0.8275123245217992;0.010656064325711725
43;;gini;;log2;2;2;random;0.7375500164895163;0.03022473308433604;0.8153791883354897;0.014890754608416431
670;balanced;entropy;;sqrt;1;10;best;0.7372944637437817;0.04180689452402028;0.8997177674455458;0.004859950452017394
652;balanced;entropy;;auto;1;10;best;0.7372944637437817;0.04180689452402028;0.8997177674455458;0.004859950452017394
256;;entropy;;log2;1;10;best;0.7371594283403538;0.04185987008839109;0.8982873474519323;0.0060471574461220005
484;balanced;gini;;log2;4;10;best;0.7371243097837386;0.052266293075112935;0.8489824599733172;0.005274409970177702
696;balanced;entropy;;log2;4;2;best;0.7370970836826161;0.05252377241531607;0.8527498447472333;0.011066117403479358
698;balanced;entropy;;log2;4;5;best;0.7370970836826161;0.05252377241531607;0.8527498447472333;0.011066117403479358
2;;gini;;auto;1;5;best;0.7370372310017835;0.05082173108316573;0.9394458834923622;0.004495381684601336
20;;gini;;sqrt;1;5;best;0.7370372310017835;0.05082173108316573;0.9394458834923622;0.004495381684601336
472;balanced;gini;;log2;1;10;best;0.7370355802157551;0.04385913866708218;0.8912979411155941;0.00744137282028288
112;;gini;10;auto;1;10;best;0.7370271208208663;0.06606376032256234;0.8445810919792534;0.00767238786805437
130;;gini;10;sqrt;1;10;best;0.7370271208208663;0.06606376032256234;0.8445810919792534;0.00767238786805437
56;;gini;5;auto;1;5;best;0.737026900796067;0.0596238049463463;0.7875097257381415;0.009354455884630044
74;;gini;5;sqrt;1;5;best;0.737026900796067;0.0596238049463463;0.7875097257381415;0.009354455884630044
328;;entropy;10;auto;1;10;best;0.7369714560635385;0.05311521654803927;0.8383844335474752;0.006586080871095771
346;;entropy;10;sqrt;1;10;best;0.7369714560635385;0.05311521654803927;0.8383844335474752;0.006586080871095771
510;balanced;gini;5;sqrt;2;2;best;0.7365956266081419;0.05843747707714182;0.7852396672764187;0.009828889584089964
492;balanced;gini;5;auto;2;2;best;0.7365956266081419;0.05843747707714182;0.7852396672764187;0.009828889584089964
710;balanced;entropy;5;auto;2;5;best;0.7363044461956176;0.061948140555678696;0.7783167665354208;0.009081172192836617
708;balanced;entropy;5;auto;2;2;best;0.7363044461956176;0.061948140555678696;0.7783167665354208;0.009081172192836617
726;balanced;entropy;5;sqrt;2;2;best;0.7363044461956176;0.061948140555678696;0.7783167665354208;0.009081172192836617
728;balanced;entropy;5;sqrt;2;5;best;0.7363044461956176;0.061948140555678696;0.7783167665354208;0.009081172192836617
356;;entropy;10;sqrt;4;5;best;0.7362274188896615;0.06834199817961734;0.8206263998667531;0.012806351687892637
338;;entropy;10;auto;4;5;best;0.7362274188896615;0.06834199817961734;0.8206263998667531;0.012806351687892637
336;;entropy;10;auto;4;2;best;0.7362274188896615;0.06834199817961734;0.8206263998667531;0.012806351687892637
354;;entropy;10;sqrt;4;2;best;0.7362274188896615;0.06834199817961734;0.8206263998667531;0.012806351687892637
430;;entropy;20;log2;4;10;best;0.7362028571085955;0.04613306148843692;0.8484135735670956;0.005208000486445621
722;balanced;entropy;5;sqrt;1;5;best;0.7361552269959286;0.06601440742080533;0.7753468596378058;0.007941730390099376
704;balanced;entropy;5;auto;1;5;best;0.7361552269959286;0.06601440742080533;0.7753468596378058;0.007941730390099376
586;balanced;gini;10;log2;2;10;best;0.7361500776782774;0.05802981727679371;0.837642163460005;0.007035529170196771
860;balanced;entropy;20;log2;4;5;best;0.7359998744305863;0.041665370001918216;0.8514959746342795;0.011974855608107607
858;balanced;entropy;20;log2;4;2;best;0.7359998744305863;0.041665370001918216;0.8514959746342795;0.011974855608107607
58;;gini;5;auto;1;10;best;0.735976545412229;0.059890817468332254;0.7909631307802792;0.00919704024033234
76;;gini;5;sqrt;1;10;best;0.735976545412229;0.059890817468332254;0.7909631307802792;0.00919704024033234
488;balanced;gini;5;auto;1;5;best;0.7357675209755887;0.059961588845287586;0.7880048483319401;0.010387495581498696
506;balanced;gini;5;sqrt;1;5;best;0.7357675209755887;0.059961588845287586;0.7880048483319401;0.010387495581498696
216;;entropy;;auto;1;2;best;0.7356802578779731;0.04561500154158932;0.9995982856353184;0.0002011834480084334
234;;entropy;;sqrt;1;2;best;0.7356802578779731;0.04561500154158932;0.9995982856353184;0.0002011834480084334
258;;entropy;;log2;2;2;best;0.7356606744787433;0.04752203489618775;0.8941309654809293;0.010015426079544124
494;balanced;gini;5;auto;2;5;best;0.7356287712867784;0.058589792806891215;0.7852483934437153;0.009830689555068791
512;balanced;gini;5;sqrt;2;5;best;0.7356287712867784;0.058589792806891215;0.7852483934437153;0.009830689555068791
762;balanced;entropy;10;auto;2;2;best;0.7356047912120202;0.05533234206501377;0.8395834739720618;0.013524645605128062
780;balanced;entropy;10;sqrt;2;2;best;0.7356047912120202;0.05533234206501377;0.8395834739720618;0.013524645605128062
784;balanced;entropy;10;sqrt;2;10;best;0.735454211172194;0.047651645161653836;0.8389740188299516;0.006425446752353349
766;balanced;entropy;10;auto;2;10;best;0.735454211172194;0.047651645161653836;0.8389740188299516;0.006425446752353349
564;balanced;gini;10;sqrt;2;2;best;0.7354004587840789;0.05719318911087009;0.8472686789164422;0.007798750818901567
546;balanced;gini;10;auto;2;2;best;0.7354004587840789;0.05719318911087009;0.8472686789164422;0.007798750818901567
808;balanced;entropy;10;log2;4;10;best;0.7353662515599966;0.052751163817574775;0.8216632292438515;0.00995078663459576
810;balanced;entropy;20;auto;1;2;best;0.7352793999428311;0.04599469660724862;0.9788085938558535;0.011947419095561239
828;balanced;entropy;20;sqrt;1;2;best;0.7352793999428311;0.04599469660724862;0.9788085938558535;0.011947419095561239
595;balanced;gini;20;auto;1;2;random;0.7352479604960607;0.05240940169628246;0.8829484520361108;0.01735218463622295
613;balanced;gini;20;sqrt;1;2;random;0.7352479604960607;0.05240940169628246;0.8829484520361108;0.01735218463622295
496;balanced;gini;5;auto;2;10;best;0.7352346163959792;0.05690593354553794;0.7881984705889729;0.01078288877054016
514;balanced;gini;5;sqrt;2;10;best;0.7352346163959792;0.05690593354553794;0.7881984705889729;0.01078288877054016
610;balanced;gini;20;auto;4;10;best;0.7352164809834487;0.04537719021538025;0.8558641332411527;0.0067112549611606466
628;balanced;gini;20;sqrt;4;10;best;0.7352164809834487;0.04537719021538025;0.8558641332411527;0.0067112549611606466
255;;entropy;;log2;1;5;random;0.7351631592095359;0.04611736130690194;0.8970441057710541;0.004164024190083759
386;;entropy;20;auto;2;5;best;0.7349784664728187;0.044860315860841694;0.9004823813586628;0.006900810665883961
404;;entropy;20;sqrt;2;5;best;0.7349784664728187;0.044860315860841694;0.9004823813586628;0.006900810665883961
556;balanced;gini;10;auto;4;10;best;0.7349592991263558;0.06397744326749386;0.8304863210666875;0.009323436989449953
574;balanced;gini;10;sqrt;4;10;best;0.7349592991263558;0.06397744326749386;0.8304863210666875;0.009323436989449953
342;;entropy;10;sqrt;1;2;best;0.7347116094938219;0.05146482497086245;0.8583175521056969;0.011633734552183604
324;;entropy;10;auto;1;2;best;0.7347116094938219;0.05146482497086245;0.8583175521056969;0.011633734552183604
204;;gini;20;log2;2;2;best;0.7345693200296578;0.07437777334949365;0.8944698720473448;0.0062626980722007035
442;balanced;gini;;auto;2;10;best;0.7343374383903045;0.07414833660697526;0.877171106112644;0.004952612678265777
460;balanced;gini;;sqrt;2;10;best;0.7343374383903045;0.07414833660697526;0.877171106112644;0.004952612678265777
782;balanced;entropy;10;sqrt;2;5;best;0.7343092044044466;0.05519530599626937;0.8393203691834836;0.01000497521712104
764;balanced;entropy;10;auto;2;5;best;0.7343092044044466;0.05519530599626937;0.8393203691834836;0.01000497521712104
62;;gini;5;auto;2;5;best;0.7340884300017255;0.05283724717680553;0.7835357821837151;0.01102673904655365
60;;gini;5;auto;2;2;best;0.7340884300017255;0.05283724717680553;0.7835357821837151;0.01102673904655365
78;;gini;5;sqrt;2;2;best;0.7340884300017255;0.05283724717680553;0.7835357821837151;0.01102673904655365
80;;gini;5;sqrt;2;5;best;0.7340884300017255;0.05283724717680553;0.7835357821837151;0.01102673904655365
288;;entropy;5;sqrt;1;2;best;0.7340608554936499;0.06832225129624964;0.7712359601318974;0.011420224326431423
270;;entropy;5;auto;1;2;best;0.7340608554936499;0.06832225129624964;0.7712359601318974;0.011420224326431423
272;;entropy;5;auto;1;5;best;0.7340608554936499;0.06832225129624964;0.7710863106914825;0.01142529433967353
290;;entropy;5;sqrt;1;5;best;0.7340608554936499;0.06832225129624964;0.7710863106914825;0.01142529433967353
588;balanced;gini;10;log2;4;2;best;0.7339751474131129;0.05496976265922742;0.8300442598395412;0.010672071355576183
590;balanced;gini;10;log2;4;5;best;0.7339751474131129;0.05496976265922742;0.8300442598395412;0.010672071355576183
826;balanced;entropy;20;auto;4;10;best;0.7339082652632613;0.04820085389173534;0.8584135476712833;0.006480528013492953
844;balanced;entropy;20;sqrt;4;10;best;0.7339082652632613;0.04820085389173534;0.8584135476712833;0.006480528013492953
7;;gini;;auto;2;2;random;0.7337546893499386;0.05553296017333981;0.8336897778377246;0.016366889948932827
25;;gini;;sqrt;2;2;random;0.7337546893499386;0.05553296017333981;0.8336897778377246;0.016366889948932827
174;;gini;20;auto;4;2;best;0.7336486310573127;0.05100094640652637;0.8572026878392366;0.010509939881840657
192;;gini;20;sqrt;4;2;best;0.7336486310573127;0.05100094640652637;0.8572026878392366;0.010509939881840657
176;;gini;20;auto;4;5;best;0.7336486310573127;0.05100094640652637;0.8572026878392366;0.010509939881840657
194;;gini;20;sqrt;4;5;best;0.7336486310573127;0.05100094640652637;0.8572026878392366;0.010509939881840657
850;balanced;entropy;20;log2;1;10;best;0.7334593891692497;0.04523738761335671;0.8946452548813726;0.0032126720225170015
716;balanced;entropy;5;auto;4;5;best;0.7332121324259908;0.05513404075835248;0.7787654222540538;0.007667918630490954
714;balanced;entropy;5;auto;4;2;best;0.7332121324259908;0.05513404075835248;0.7787654222540538;0.007667918630490954
734;balanced;entropy;5;sqrt;4;5;best;0.7332121324259908;0.05513404075835248;0.7787654222540538;0.007667918630490954
732;balanced;entropy;5;sqrt;4;2;best;0.7332121324259908;0.05513404075835248;0.7787654222540538;0.007667918630490954
352;;entropy;10;sqrt;2;10;best;0.7331139438034127;0.05396102179311819;0.8315694700889221;0.011496221796131932
334;;entropy;10;auto;2;10;best;0.7331139438034127;0.05396102179311819;0.8315694700889221;0.011496221796131932
414;;entropy;20;log2;1;2;best;0.7329355147900805;0.04176097051096056;0.9826273026059402;0.005750662733756578
694;balanced;entropy;;log2;2;10;best;0.7328517610596009;0.05659953426248895;0.872821777763036;0.0070705577974011
82;;gini;5;sqrt;2;10;best;0.7326186095518824;0.05585681620029454;0.7862675846579581;0.011893633810364429
64;;gini;5;auto;2;10;best;0.7326186095518824;0.05585681620029454;0.7862675846579581;0.011893633810364429
198;;gini;20;log2;1;2;best;0.7325894915795941;0.041054446696386825;0.9891634131139064;0.005958046110366446
154;;gini;10;log2;2;10;best;0.7324655363422516;0.05261487952665975;0.8406187843328379;0.006392861429152719
152;;gini;10;log2;2;5;best;0.7323756353741772;0.06020118112166846;0.8403027352361168;0.008952388973285845
614;balanced;gini;20;sqrt;1;5;best;0.7322444465558402;0.04542226425275735;0.9371070994084801;0.0029493933300648962
596;balanced;gini;20;auto;1;5;best;0.7322444465558402;0.04542226425275735;0.9371070994084801;0.0029493933300648962
28;;gini;;sqrt;2;10;best;0.732224041056517;0.04772547458553013;0.8757920795116725;0.005938847574327251
10;;gini;;auto;2;10;best;0.732224041056517;0.04772547458553013;0.8757920795116725;0.005938847574327251
720;balanced;entropy;5;sqrt;1;2;best;0.7320300318358974;0.061647987290637675;0.7760582386185215;0.007421163536349242
702;balanced;entropy;5;auto;1;2;best;0.7320300318358974;0.061647987290637675;0.7760582386185215;0.007421163536349242
792;balanced;entropy;10;log2;1;2;best;0.7318925608957728;0.039361861848301885;0.8511327556697793;0.012332909346643588
384;;entropy;20;auto;2;2;best;0.7318422550630128;0.04933745749546446;0.9053372045337282;0.012088575353177469
402;;entropy;20;sqrt;2;2;best;0.7318422550630128;0.04933745749546446;0.9053372045337282;0.012088575353177469
618;balanced;gini;20;sqrt;2;2;best;0.7317177668575564;0.04902788908721288;0.9043389617490212;0.005626240001158539
600;balanced;gini;20;auto;2;2;best;0.7317177668575564;0.04902788908721288;0.9043389617490212;0.005626240001158539
172;;gini;20;auto;2;10;best;0.7316229905419336;0.048701351160779074;0.8750161094911022;0.005374463963305568
190;;gini;20;sqrt;2;10;best;0.7316229905419336;0.048701351160779074;0.8750161094911022;0.005374463963305568
238;;entropy;;sqrt;1;10;best;0.7315472095097864;0.04957699462022901;0.9036773622117888;0.004443739770544735
220;;entropy;;auto;1;10;best;0.7315472095097864;0.04957699462022901;0.9036773622117888;0.004443739770544735
630;balanced;gini;20;log2;1;2;best;0.7313260934944659;0.0551281218180157;0.9861822527308883;0.006471358255013573
582;balanced;gini;10;log2;2;2;best;0.7312272860022866;0.0474937222059461;0.8443281682951275;0.01352050119773922
806;balanced;entropy;10;log2;4;5;best;0.7312059048695304;0.05937784661228962;0.8247633535165348;0.0109957295898739
804;balanced;entropy;10;log2;4;2;best;0.7312059048695304;0.05937784661228962;0.8247633535165348;0.0109957295898739
464;balanced;gini;;sqrt;4;5;best;0.7311931759470793;0.0414888030894641;0.856402288481441;0.006615144998615468
446;balanced;gini;;auto;4;5;best;0.7311931759470793;0.0414888030894641;0.856402288481441;0.006615144998615468
462;balanced;gini;;sqrt;4;2;best;0.7311931759470793;0.0414888030894641;0.856402288481441;0.006615144998615468
444;balanced;gini;;auto;4;2;best;0.7311931759470793;0.0414888030894641;0.856402288481441;0.006615144998615468
201;;gini;20;log2;1;5;random;0.731161749500526;0.048816719771558506;0.863432183260518;0.011957833424677641
626;balanced;gini;20;sqrt;4;5;best;0.731092008943475;0.04505050562341097;0.8601918003254909;0.007329735394993476
608;balanced;gini;20;auto;4;5;best;0.731092008943475;0.04505050562341097;0.8601918003254909;0.007329735394993476
606;balanced;gini;20;auto;4;2;best;0.731092008943475;0.04505050562341097;0.8601918003254909;0.007329735394993476
624;balanced;gini;20;sqrt;4;2;best;0.731092008943475;0.04505050562341097;0.8601918003254909;0.007329735394993476
368;;entropy;10;log2;2;5;best;0.7307009385765163;0.08065909655560193;0.833566376850707;0.01645182351473804
160;;gini;10;log2;4;10;best;0.7306911642484268;0.06150709514686027;0.8269057488259891;0.00793335586889046
438;balanced;gini;;auto;2;2;best;0.730393286498002;0.06203992028011526;0.9069502740097943;0.005579368453232701
456;balanced;gini;;sqrt;2;2;best;0.730393286498002;0.06203992028011526;0.9069502740097943;0.005579368453232701
224;;entropy;;auto;2;5;best;0.730216435045391;0.035496788806943604;0.905862342905772;0.008759401805525648
242;;entropy;;sqrt;2;5;best;0.730216435045391;0.035496788806943604;0.905862342905772;0.008759401805525648
208;;gini;20;log2;2;10;best;0.7302067704444231;0.05077737572161927;0.8686929286643963;0.004371798154622671
38;;gini;;log2;1;5;best;0.7301939494048694;0.0367907202297836;0.9339626957115706;0.005199036471452384
818;balanced;entropy;20;auto;2;5;best;0.7301315348118552;0.047949838498356864;0.9016738637649621;0.012448520848816723
836;balanced;entropy;20;sqrt;2;5;best;0.7301315348118552;0.047949838498356864;0.9016738637649621;0.012448520848816723
718;balanced;entropy;5;auto;4;10;best;0.7300375292513877;0.056255424826086864;0.7786815636993277;0.007556680295315751
736;balanced;entropy;5;sqrt;4;10;best;0.7300375292513877;0.056255424826086864;0.7786815636993277;0.007556680295315751
18;;gini;;sqrt;1;2;best;0.729889548925819;0.03486475798942883;0.9995982856353184;0.0002011834480084334
0;;gini;;auto;1;2;best;0.729889548925819;0.03486475798942883;0.9995982856353184;0.0002011834480084334
52;;gini;;log2;4;10;best;0.7298507741685729;0.06149467595407671;0.8529756112341736;0.005679915813882195
578;balanced;gini;10;log2;1;5;best;0.7297545770132695;0.051498116534682344;0.8569471056354953;0.008153271260370276
418;;entropy;20;log2;1;10;best;0.7297407669056793;0.04810347920092169;0.8928344182870049;0.006950844992476659
239;;entropy;;sqrt;1;10;random;0.7296659898054549;0.05369569214491609;0.8615585333654436;0.0036652991114238527
221;;entropy;;auto;1;10;random;0.7296659898054549;0.05369569214491609;0.8615585333654436;0.0036652991114238527
690;balanced;entropy;;log2;2;2;best;0.7295268221341134;0.024729394890667514;0.8961683626427701;0.012807335066917513
16;;gini;;auto;4;10;best;0.7295001421253792;0.05679915398394846;0.8532621352981694;0.010018887291058277
34;;gini;;sqrt;4;10;best;0.7295001421253792;0.05679915398394846;0.8532621352981694;0.010018887291058277
42;;gini;;log2;2;2;best;0.7293732081540754;0.04924427089610295;0.8991368098858086;0.003559412221619817
296;;entropy;5;sqrt;2;5;best;0.7293703929189898;0.06134905246424328;0.7702928566212565;0.011546561502337425
294;;entropy;5;sqrt;2;2;best;0.7293703929189898;0.06134905246424328;0.7702928566212565;0.011546561502337425
278;;entropy;5;auto;2;5;best;0.7293703929189898;0.06134905246424328;0.7702928566212565;0.011546561502337425
276;;entropy;5;auto;2;2;best;0.7293703929189898;0.06134905246424328;0.7702928566212565;0.011546561502337425
378;;entropy;20;auto;1;2;best;0.7291831678234355;0.03573902850791845;0.9843563827063893;0.00536590832786536
396;;entropy;20;sqrt;1;2;best;0.7291831678234355;0.03573902850791845;0.9843563827063893;0.00536590832786536
266;;entropy;;log2;4;5;best;0.7290835089851158;0.04142289570649295;0.8494968144383879;0.009078843336563083
264;;entropy;;log2;4;2;best;0.7290835089851158;0.04142289570649295;0.8494968144383879;0.009078843336563083
786;balanced;entropy;10;sqrt;4;2;best;0.7290422461920132;0.06180522815444782;0.8274224587666803;0.00671373139764473
788;balanced;entropy;10;sqrt;4;5;best;0.7290422461920132;0.06180522815444782;0.8274224587666803;0.00671373139764473
