;param_C;param_class_weight;param_coef0;param_degree;param_gamma;param_kernel;param_probability;param_shrinking;param_tol;mean_test_score;std_test_score;mean_train_score;std_train_score
3028;10;balanced;0.0;4;scale;rbf;False;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3287;10;balanced;1.0;2;scale;rbf;False;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3089;10;balanced;0.5;2;scale;rbf;True;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2903;10;balanced;0.0;2;scale;rbf;False;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2902;10;balanced;0.0;2;scale;rbf;False;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2901;10;balanced;0.0;2;scale;rbf;False;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2900;10;balanced;0.0;2;scale;rbf;False;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2898;10;balanced;0.0;2;scale;rbf;True;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3153;10;balanced;0.5;3;scale;rbf;True;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2897;10;balanced;0.0;2;scale;rbf;True;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2896;10;balanced;0.0;2;scale;rbf;True;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3095;10;balanced;0.5;2;scale;rbf;False;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3094;10;balanced;0.5;2;scale;rbf;False;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3093;10;balanced;0.5;2;scale;rbf;False;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3092;10;balanced;0.5;2;scale;rbf;False;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3091;10;balanced;0.5;2;scale;rbf;True;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3152;10;balanced;0.5;3;scale;rbf;True;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3027;10;balanced;0.0;4;scale;rbf;True;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3154;10;balanced;0.5;3;scale;rbf;True;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3157;10;balanced;0.5;3;scale;rbf;False;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2960;10;balanced;0.0;3;scale;rbf;True;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3413;10;balanced;1.0;4;scale;rbf;False;True;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3414;10;balanced;1.0;4;scale;rbf;False;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3415;10;balanced;1.0;4;scale;rbf;False;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3088;10;balanced;0.5;2;scale;rbf;True;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3159;10;balanced;0.5;3;scale;rbf;False;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3155;10;balanced;0.5;3;scale;rbf;True;False;0.0001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3158;10;balanced;0.5;3;scale;rbf;False;False;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
3156;10;balanced;0.5;3;scale;rbf;False;True;0.001;0.7317430782953694;0.054087328203880486;0.7861783526738252;0.004235327931453464
2767;10;;1.0;3;scale;poly;False;False;0.0001;0.7301042574892096;0.06722273535424106;0.7903606298302343;0.0072264365895807975
2762;10;;1.0;3;scale;poly;True;False;0.001;0.7301042574892096;0.06722273535424106;0.7903606298302343;0.0072264365895807975
2763;10;;1.0;3;scale;poly;True;False;0.0001;0.7301042574892096;0.06722273535424106;0.7903606298302343;0.0072264365895807975
2766;10;;1.0;3;scale;poly;False;False;0.001;0.7301042574892096;0.06722273535424106;0.7903606298302343;0.0072264365895807975
2579;10;;0.5;3;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2577;10;;0.5;3;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2581;10;;0.5;3;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2774;10;;1.0;3;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2773;10;;1.0;3;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2578;10;;0.5;3;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2582;10;;0.5;3;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2580;10;;0.5;3;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2518;10;;0.5;2;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2576;10;;0.5;3;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2704;10;;1.0;2;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2448;10;;0.0;4;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2449;10;;0.0;4;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2450;10;;0.0;4;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2451;10;;0.0;4;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2452;10;;0.0;4;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2453;10;;0.0;4;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2454;10;;0.0;4;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2711;10;;1.0;2;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2455;10;;0.0;4;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2710;10;;1.0;2;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2709;10;;1.0;2;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2708;10;;1.0;2;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2707;10;;1.0;2;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2512;10;;0.5;2;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2513;10;;0.5;2;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2514;10;;0.5;2;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2515;10;;0.5;2;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2516;10;;0.5;2;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2517;10;;0.5;2;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2646;10;;0.5;4;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2519;10;;0.5;2;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2768;10;;1.0;3;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2769;10;;1.0;3;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2770;10;;1.0;3;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2771;10;;1.0;3;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2706;10;;1.0;2;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2705;10;;1.0;2;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2647;10;;0.5;4;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2772;10;;1.0;3;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2645;10;;0.5;4;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2837;10;;1.0;4;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2327;10;;0.0;2;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2326;10;;0.0;2;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2325;10;;0.0;2;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2324;10;;0.0;2;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2323;10;;0.0;2;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2322;10;;0.0;2;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2321;10;;0.0;2;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2320;10;;0.0;2;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2832;10;;1.0;4;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2833;10;;1.0;4;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2834;10;;1.0;4;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2644;10;;0.5;4;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2835;10;;1.0;4;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2384;10;;0.0;3;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2836;10;;1.0;4;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2386;10;;0.0;3;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2642;10;;0.5;4;scale;rbf;True;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2643;10;;0.5;4;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2583;10;;0.5;3;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2775;10;;1.0;3;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2391;10;;0.0;3;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2640;10;;0.5;4;scale;rbf;True;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2641;10;;0.5;4;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2839;10;;1.0;4;scale;rbf;False;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2838;10;;1.0;4;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2390;10;;0.0;3;scale;rbf;False;False;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2389;10;;0.0;3;scale;rbf;False;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2388;10;;0.0;3;scale;rbf;False;True;0.001;0.729551140055485;0.05472407175799429;0.7850559416117463;0.0043971009247164294
2387;10;;0.0;3;scale;rbf;True;False;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
2385;10;;0.0;3;scale;rbf;True;True;0.0001;0.729551140055485;0.05472407175799429;0.7850715011142357;0.004354240273509008
3210;10;balanced;0.5;4;scale;poly;True;False;0.001;0.7256902452967515;0.054168260992457425;0.7784953024265381;0.01963244796854705
3215;10;balanced;0.5;4;scale;poly;False;False;0.0001;0.7256902452967515;0.054168260992457425;0.7784953024265381;0.01963244796854705
3214;10;balanced;0.5;4;scale;poly;False;False;0.001;0.7256902452967515;0.054168260992457425;0.7784953024265381;0.01963244796854705
3211;10;balanced;0.5;4;scale;poly;True;False;0.0001;0.7256902452967515;0.054168260992457425;0.7784953024265381;0.01963244796854705
2573;10;;0.5;3;scale;poly;False;True;0.0001;0.7244244868976466;0.06423149564875912;0.7816110867282043;0.005646450827238845
2569;10;;0.5;3;scale;poly;True;True;0.0001;0.7244244868976466;0.06423149564875912;0.7816110867282043;0.005646450827238845
2568;10;;0.5;3;scale;poly;True;True;0.001;0.7244244868976466;0.06423149564875912;0.7816110867282043;0.005646450827238845
2572;10;;0.5;3;scale;poly;False;True;0.001;0.7244244868976466;0.06423149564875912;0.7816110867282043;0.005646450827238845
2761;10;;1.0;3;scale;poly;True;True;0.0001;0.7242916357418503;0.07035839801168739;0.7857419605539206;0.009936711186328962
2765;10;;1.0;3;scale;poly;False;True;0.0001;0.7242916357418503;0.07035839801168739;0.7857419605539206;0.009936711186328962
2764;10;;1.0;3;scale;poly;False;True;0.001;0.7242916357418503;0.07035839801168739;0.7857419605539206;0.009936711186328962
2760;10;;1.0;3;scale;poly;True;True;0.001;0.7242916357418503;0.07035839801168739;0.7857419605539206;0.009936711186328962
3146;10;balanced;0.5;3;scale;poly;True;False;0.001;0.7239786202840466;0.06270246601015973;0.7862610398404788;0.004839289263726568
3147;10;balanced;0.5;3;scale;poly;True;False;0.0001;0.7239786202840466;0.06270246601015973;0.7862610398404788;0.004839289263726568
3150;10;balanced;0.5;3;scale;poly;False;False;0.001;0.7239786202840466;0.06270246601015973;0.7862610398404788;0.004839289263726568
3151;10;balanced;0.5;3;scale;poly;False;False;0.0001;0.7239786202840466;0.06270246601015973;0.7862610398404788;0.004839289263726568
3273;10;balanced;1.0;2;scale;poly;True;True;0.0001;0.7226604318268708;0.07305528592289319;0.7758341041951619;0.004669950735248137
3272;10;balanced;1.0;2;scale;poly;True;True;0.001;0.7226604318268708;0.07305528592289319;0.7758341041951619;0.004669950735248137
3276;10;balanced;1.0;2;scale;poly;False;True;0.001;0.7226604318268708;0.07305528592289319;0.7758341041951619;0.004669950735248137
3277;10;balanced;1.0;2;scale;poly;False;True;0.0001;0.7226604318268708;0.07305528592289319;0.7758341041951619;0.004669950735248137
3275;10;balanced;1.0;2;scale;poly;True;False;0.0001;0.7220841774801248;0.07274433713774285;0.7758772453337561;0.005161717662589322
3279;10;balanced;1.0;2;scale;poly;False;False;0.0001;0.7220841774801248;0.07274433713774285;0.7758772453337561;0.005161717662589322
3274;10;balanced;1.0;2;scale;poly;True;False;0.001;0.7220841774801248;0.07274433713774285;0.7758772453337561;0.005161717662589322
3278;10;balanced;1.0;2;scale;poly;False;False;0.001;0.7220841774801248;0.07274433713774285;0.7758772453337561;0.005161717662589322
3148;10;balanced;0.5;3;scale;poly;False;True;0.001;0.7213098061988447;0.061828942561386414;0.7870446789679852;0.004225743654226482
3149;10;balanced;0.5;3;scale;poly;False;True;0.0001;0.7213098061988447;0.061828942561386414;0.7870446789679852;0.004225743654226482
3144;10;balanced;0.5;3;scale;poly;True;True;0.001;0.7213098061988447;0.061828942561386414;0.7870446789679852;0.004225743654226482
3145;10;balanced;0.5;3;scale;poly;True;True;0.0001;0.7213098061988447;0.061828942561386414;0.7870446789679852;0.004225743654226482
3082;10;balanced;0.5;2;scale;poly;True;False;0.001;0.7196074963229302;0.0732400455664356;0.7733361710859453;0.005536041169556033
3087;10;balanced;0.5;2;scale;poly;False;False;0.0001;0.7196074963229302;0.0732400455664356;0.7733361710859453;0.005536041169556033
3083;10;balanced;0.5;2;scale;poly;True;False;0.0001;0.7196074963229302;0.0732400455664356;0.7733361710859453;0.005536041169556033
3086;10;balanced;0.5;2;scale;poly;False;False;0.001;0.7196074963229302;0.0732400455664356;0.7733361710859453;0.005536041169556033
2574;10;;0.5;3;scale;poly;False;False;0.001;0.7191628716417654;0.062136989597049656;0.7804355498685056;0.00483282029927537
2570;10;;0.5;3;scale;poly;True;False;0.001;0.7191628716417654;0.062136989597049656;0.7804355498685056;0.00483282029927537
2571;10;;0.5;3;scale;poly;True;False;0.0001;0.7191628716417654;0.062136989597049656;0.7804355498685056;0.00483282029927537
2575;10;;0.5;3;scale;poly;False;False;0.0001;0.7191628716417654;0.062136989597049656;0.7804355498685056;0.00483282029927537
3209;10;balanced;0.5;4;scale;poly;True;True;0.0001;0.7178620198035969;0.05435195057123895;0.7813076005569144;0.01670372996472646
3208;10;balanced;0.5;4;scale;poly;True;True;0.001;0.7178620198035969;0.05435195057123895;0.7813076005569144;0.01670372996472646
3213;10;balanced;0.5;4;scale;poly;False;True;0.0001;0.7178620198035969;0.05435195057123895;0.7813076005569144;0.01670372996472646
3212;10;balanced;0.5;4;scale;poly;False;True;0.001;0.7178620198035969;0.05435195057123895;0.7813076005569144;0.01670372996472646
2698;10;;1.0;2;scale;poly;True;False;0.001;0.7175952681966133;0.07406339068481572;0.7706470946530984;0.0061549828029447366
2699;10;;1.0;2;scale;poly;True;False;0.0001;0.7175952681966133;0.07406339068481572;0.7706470946530984;0.0061549828029447366
2703;10;;1.0;2;scale;poly;False;False;0.0001;0.7175952681966133;0.07406339068481572;0.7706470946530984;0.0061549828029447366
2702;10;;1.0;2;scale;poly;False;False;0.001;0.7175952681966133;0.07406339068481572;0.7706470946530984;0.0061549828029447366
2696;10;;1.0;2;scale;poly;True;True;0.001;0.7175682072506568;0.07392469383816694;0.7711010429898265;0.006076997898436616
2697;10;;1.0;2;scale;poly;True;True;0.0001;0.7175682072506568;0.07392469383816694;0.7711010429898265;0.006076997898436616
2700;10;;1.0;2;scale;poly;False;True;0.001;0.7175682072506568;0.07392469383816694;0.7711010429898265;0.006076997898436616
2701;10;;1.0;2;scale;poly;False;True;0.0001;0.7175682072506568;0.07392469383816694;0.7711010429898265;0.006076997898436616
3084;10;balanced;0.5;2;scale;poly;False;True;0.001;0.7173044660198999;0.0739095378489841;0.7730080354724412;0.005730728743503883
3080;10;balanced;0.5;2;scale;poly;True;True;0.001;0.7173044660198999;0.0739095378489841;0.7730080354724412;0.005730728743503883
3081;10;balanced;0.5;2;scale;poly;True;True;0.0001;0.7173044660198999;0.0739095378489841;0.7730080354724412;0.005730728743503883
3085;10;balanced;0.5;2;scale;poly;False;True;0.0001;0.7173044660198999;0.0739095378489841;0.7730080354724412;0.005730728743503883
2637;10;;0.5;4;scale;poly;False;True;0.0001;0.7161361673085365;0.05309320404582726;0.7874225366683397;0.014539427977263366
2636;10;;0.5;4;scale;poly;False;True;0.001;0.7161361673085365;0.05309320404582726;0.7874225366683397;0.014539427977263366
2633;10;;0.5;4;scale;poly;True;True;0.0001;0.7161361673085365;0.05309320404582726;0.7874225366683397;0.014539427977263366
2632;10;;0.5;4;scale;poly;True;True;0.001;0.7161361673085365;0.05309320404582726;0.7874225366683397;0.014539427977263366
